geometry,target,edges,coeff,fci,energy
"[[0.         0.         0.        ]
 [0.93503422 1.68400358 3.31543719]
 [3.65917951 5.42702451 5.86749428]
 [3.45004898 2.3878541  0.81763302]
 [6.26994912 8.75239673 9.62700299]
 [2.25848242 1.93381952 2.2091394 ]]",[-1.56944527 -0.90410146 -1.57084283],"[[(0, 3), (1, 5), (2, 4)], [(0, 4), (1, 5), (2, 3)], [(0, 2), (1, 5), (3, 4)], [(0, 1), (2, 4), (3, 5)], [(0, 4), (1, 2), (3, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 5), (1, 4), (2, 3)], [(0, 1), (2, 5), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 3), (1, 2), (4, 5)]]","[[ 7.07016280e-01  2.76201063e-03 -7.26392869e-08 -7.07191669e-01
   7.26251267e-08 -5.42139562e-04]
 [-5.33572710e-02  7.06801731e-01 -3.53026072e-05 -5.00441495e-02
   3.52959410e-05 -7.03619141e-01]
 [-1.57079405e-06  6.59477845e-05  7.07107195e-01 -1.45465125e-06
  -7.07106365e-01 -4.47982953e-06]
 [ 7.05162114e-01  4.54742647e-02 -7.95727621e-07  7.05209259e-01
   7.95322289e-07 -5.79515709e-02]
 [-2.02467903e-11  6.16005912e-09  7.07106366e-01 -9.89798965e-12
   7.07107196e-01 -4.67387175e-10]
 [ 5.23200255e-03  7.05943178e-01 -3.06656112e-05  7.44491926e-03
   3.06598937e-05  7.08210016e-01]]",-2.835155982982581,-2.823575287663324
"[[0.         0.         0.        ]
 [1.67831342 3.49372694 0.46183548]
 [0.28000137 1.32641378 3.48915997]
 [2.04039372 3.90580505 3.62181913]
 [1.75797987 6.98003353 3.95253738]
 [5.06722968 4.38258464 6.67540317]]",[-1.55569944 -1.57084544 -1.50938835],"[[(0, 2), (1, 5), (3, 4)], [(0, 1), (2, 5), (3, 4)], [(0, 5), (1, 2), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 4), (1, 5), (2, 3)], [(0, 2), (1, 3), (4, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 4), (1, 2), (3, 5)], [(0, 3), (1, 2), (4, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 3), (1, 5), (2, 4)]]","[[ 7.07107441e-01 -2.23784142e-05 -7.07106095e-01 -1.36092449e-04
   1.35614348e-04  2.23876932e-05]
 [ 4.98394734e-05  7.07107242e-01  5.07216766e-06  4.81326355e-04
   4.76452860e-04 -7.07105994e-01]
 [ 7.07105889e-01 -2.76811797e-05  7.07107239e-01  5.45932230e-04
   5.60709268e-04  2.79798393e-05]
 [ 1.43243256e-04 -9.94171566e-06 -1.28463372e-04  7.07104997e-01
  -7.07108539e-01 -5.06145643e-06]
 [-5.53114681e-04 -5.21042129e-04 -5.53564201e-04  7.07108176e-01
   7.07104627e-01  4.36693773e-04]
 [-1.85483038e-07  7.07106127e-01 -1.79074089e-07  4.96752891e-05
   3.46719050e-05  7.07107432e-01]]",-2.799927859266761,-2.799544898674892
"[[0.         0.         0.        ]
 [2.35636272 1.98209085 3.45833   ]
 [0.35933265 2.40569935 0.88685515]
 [3.1811182  3.22868266 2.73747046]
 [0.55988619 2.85740964 4.7639944 ]
 [3.44579247 4.28451107 8.30923455]]",[-1.4088263  -0.86077263 -1.56936976],"[[(0, 2), (1, 3), (4, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 3), (1, 4), (2, 5)], [(0, 2), (1, 5), (3, 4)], [(0, 5), (1, 2), (3, 4)], [(0, 3), (1, 2), (4, 5)], [(0, 4), (1, 2), (3, 5)], [(0, 1), (2, 5), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 4), (1, 5), (2, 3)], [(0, 1), (2, 4), (3, 5)], [(0, 3), (1, 5), (2, 4)]]","[[ 7.07143798e-01 -1.16174908e-03 -7.07068624e-01  4.29527157e-04
  -1.94645493e-04  1.94796704e-04]
 [-1.80552934e-03  7.06832119e-01 -3.39642290e-03 -7.07370243e-01
  -6.43665497e-04  6.97228593e-04]
 [ 7.07056783e-01  6.84287336e-03  7.07121758e-01  1.63788217e-03
  -8.97672844e-05  9.31775043e-05]
 [-3.88213524e-03  7.06915584e-01 -4.60165535e-03  7.06455361e-01
  -2.40426645e-02  2.40184339e-02]
 [ 1.52641788e-04  2.47090885e-02 -2.62992803e-04  2.33515446e-02
   7.06695755e-01 -7.06700207e-01]
 [-1.77824922e-06 -1.45977411e-05 -1.58057631e-06  3.89651525e-05
   7.07108619e-01  7.07104942e-01]]",-2.8438084016212017,-2.8424858077278543
"[[0.         0.         0.        ]
 [2.62018976 2.69925298 2.33871418]
 [3.70926116 0.55668598 3.46375819]
 [2.86625704 5.61245618 3.17900845]
 [3.8545103  4.00041319 5.67855094]
 [2.91194775 4.07036556 3.21632637]]",[-1.57125913 -1.41671616 -0.69455077],"[[(0, 4), (1, 2), (3, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 2), (1, 5), (3, 4)], [(0, 3), (1, 5), (2, 4)], [(0, 4), (1, 5), (2, 3)], [(0, 3), (1, 2), (4, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 4), (1, 3), (2, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 1), (2, 5), (3, 4)], [(0, 3), (1, 4), (2, 5)], [(0, 5), (1, 4), (2, 3)]]","[[ 7.07107201e-01  9.95229451e-05  6.60727216e-05  5.81919593e-06
  -7.07106342e-01  1.14477675e-04]
 [-1.26368430e-03  7.00175377e-01 -7.00628359e-01  8.68061585e-02
  -1.24712851e-03 -1.06470099e-01]
 [ 2.95574745e-04  7.07086414e-01  7.06958078e-01 -1.08410256e-02
   4.59282177e-04 -1.10115029e-02]
 [-1.83323533e-02 -9.65921434e-02  9.65867000e-02  7.04309119e-01
  -1.84438518e-02 -6.96141783e-01]
 [ 7.06852867e-01 -1.51203436e-03  8.94700553e-04  2.29492361e-02
   7.06851553e-01 -1.37896028e-02]
 [-4.54660528e-03  2.12345516e-02  6.18626677e-04  7.04108771e-01
  -4.42286476e-03  7.09745952e-01]]",-2.862851642683109,-2.842402290568506
"[[0.         0.         0.        ]
 [1.83952462 1.6514052  0.40486424]
 [4.73422367 4.27395109 3.21216011]
 [0.4488369  2.11422729 3.81540269]
 [0.06458597 0.65644425 0.93512747]
 [1.17255377 2.72797449 6.12400788]]",[-0.43660966 -1.57163201 -1.37825876],"[[(0, 4), (1, 2), (3, 5)], [(0, 4), (1, 3), (2, 5)], [(0, 4), (1, 5), (2, 3)], [(0, 2), (1, 4), (3, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 1), (2, 4), (3, 5)], [(0, 1), (2, 5), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 2), (1, 5), (3, 4)], [(0, 2), (1, 3), (4, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 3), (1, 2), (4, 5)], [(0, 3), (1, 5), (2, 4)]]","[[ 7.05601998e-01 -4.87261803e-02  4.87341552e-02 -6.13322574e-03
  -7.05194041e-01  6.34906199e-03]
 [ 6.26780234e-02  7.05289610e-01 -7.05286928e-01  2.15223135e-04
  -3.47551569e-02  6.43126321e-04]
 [ 2.72948547e-05  7.07105070e-01  7.07108487e-01  7.27512712e-05
   3.49036598e-05 -7.66477688e-07]
 [ 5.21362529e-03 -2.33061110e-04  1.59696550e-04  7.07142352e-01
  -7.27184182e-03 -7.07014535e-01]
 [ 7.05811435e-01 -1.39459457e-02  1.38835292e-02  1.45680260e-03
   7.08124620e-01 -6.13706835e-04]
 [-5.66979020e-04 -4.48292670e-04  3.76348845e-04  7.07043071e-01
  -2.92778670e-04  7.07169956e-01]]",-2.9352555532660416,-2.9341836492473465
"[[ 0.          0.          0.        ]
 [ 2.72083971  0.54078777  1.1898084 ]
 [ 0.38032915  1.13155683  0.62748807]
 [ 6.66838394  2.88435182  1.74486593]
 [10.16431603  4.34462675  5.70453295]
 [ 0.47220885  3.40134465  1.12336857]]",[-0.5878572  -1.55889106 -1.57103549],"[[(0, 2), (1, 5), (3, 4)], [(0, 2), (1, 3), (4, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 1), (2, 5), (3, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 4), (1, 2), (3, 5)], [(0, 3), (1, 2), (4, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 1), (2, 3), (4, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 5), (1, 4), (2, 3)], [(0, 4), (1, 5), (2, 3)], [(0, 3), (1, 5), (2, 4)]]","[[ 7.06586260e-01 -5.84062116e-02 -7.05161636e-01  7.52068404e-06
  -7.51749294e-06 -8.46397285e-03]
 [ 2.94439132e-02  7.06014566e-01 -2.04839586e-02 -2.22070522e-07
   3.03097448e-08 -7.07288410e-01]
 [ 7.06446565e-01  6.95896453e-04  7.07700827e-01 -1.22091275e-05
   1.22132815e-05  9.60760828e-03]
 [ 4.83161406e-06  4.25055930e-06  1.95254490e-05  7.07106617e-01
  -7.07106945e-01  3.62624372e-06]
 [ 3.35861396e-10  9.61558818e-08 -3.27661005e-09  7.07106945e-01
   7.07106617e-01 -9.56200134e-08]
 [ 2.83225025e-02  7.05784430e-01 -3.85618214e-02 -3.49831339e-06
   3.49772658e-06  7.06809139e-01]]",-2.8904371397474407,-2.889045149243696
"[[0.         0.         0.        ]
 [2.59667492 0.34236761 2.55272784]
 [2.76291582 1.09570951 2.98312472]
 [6.53021908 2.86062248 3.51153097]
 [5.78741194 2.00405361 3.86443827]
 [6.25526179 2.96590592 4.15816093]]",[-1.57102104 -0.29014585 -0.18805687],"[[(0, 4), (1, 2), (3, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 3), (1, 2), (4, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 1), (2, 5), (3, 4)], [(0, 2), (1, 5), (3, 4)], [(0, 5), (1, 3), (2, 4)], [(0, 3), (1, 5), (2, 4)], [(0, 3), (1, 4), (2, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 4), (1, 3), (2, 5)], [(0, 4), (1, 5), (2, 3)]]","[[ 7.07094383e-01  2.47529395e-03  2.66327421e-03  1.43149055e-05
  -7.07109832e-01 -5.38234501e-07]
 [-6.34012694e-03  7.07326950e-01 -7.06827859e-01 -3.40437266e-04
  -6.52615369e-03  2.44467773e-04]
 [-1.03311235e-03  7.06865138e-01  7.07335651e-01  4.89539308e-05
   4.10547321e-03  1.69922941e-04]
 [-1.83185388e-01 -9.27342154e-04  1.84293071e-03  6.70341312e-01
  -1.83163591e-01 -6.95364999e-01]
 [ 6.71146623e-01  4.73065289e-03 -7.65083955e-03  3.09945128e-01
   6.71126020e-01 -5.48195118e-02]
 [-1.26418327e-01 -9.46935994e-04  1.27651021e-03  6.74222830e-01
  -1.26400969e-01  7.16562803e-01]]",-3.082505729364706,-3.0785912963883675
"[[0.         0.         0.        ]
 [0.85460555 2.2713487  3.78855149]
 [1.76007755 0.84830602 3.46682401]
 [4.0503641  2.73228887 6.41969262]
 [4.73672016 1.71646999 4.10146934]
 [4.66326589 3.64768388 6.35241577]]",[-1.5714614  -0.91688792 -0.41467774],"[[(0, 4), (1, 2), (3, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 3), (1, 2), (4, 5)], [(0, 2), (1, 5), (3, 4)], [(0, 1), (2, 5), (3, 4)], [(0, 2), (1, 3), (4, 5)], [(0, 1), (2, 3), (4, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 3), (1, 5), (2, 4)], [(0, 5), (1, 4), (2, 3)], [(0, 3), (1, 4), (2, 5)], [(0, 4), (1, 3), (2, 5)], [(0, 4), (1, 5), (2, 3)]]","[[ 7.07104400e-01  1.11853337e-03 -7.47254769e-04  7.68045333e-06
  -7.07107883e-01 -8.12079136e-06]
 [-6.26484334e-03  7.07057119e-01 -7.07114284e-01  5.51458871e-04
  -4.39910161e-03  8.46092154e-04]
 [-5.91653136e-04  7.07131143e-01  7.07081703e-01  3.58363755e-04
  -2.20311272e-04  6.96551685e-04]
 [-6.04418921e-03  2.67841226e-04  6.37616785e-05  7.06833110e-01
  -6.02800234e-03 -7.07328785e-01]
 [ 7.06792189e-01  5.70466907e-03 -4.91932987e-03  2.53340056e-02
   7.06803053e-01  1.32548431e-02]
 [-1.92883041e-02 -1.38228402e-03  3.05711095e-04  7.06926241e-01
  -1.92911570e-02  7.06759576e-01]]",-2.980594879336449,-2.980364365874327
"[[0.         0.         0.        ]
 [3.15384507 2.12823389 3.74997091]
 [0.22672907 3.91202488 3.62769057]
 [2.25971693 6.120089   7.03954744]
 [4.12614096 4.73742737 5.02138482]
 [5.84789721 4.97525799 8.29963217]]",[-1.57330442 -1.5411322  -1.5065058 ],"[[(0, 5), (1, 2), (3, 4)], [(0, 2), (1, 4), (3, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 3), (1, 4), (2, 5)], [(0, 2), (1, 5), (3, 4)], [(0, 1), (2, 5), (3, 4)], [(0, 3), (1, 2), (4, 5)], [(0, 4), (1, 2), (3, 5)], [(0, 1), (2, 3), (4, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 3), (1, 5), (2, 4)], [(0, 4), (1, 5), (2, 3)], [(0, 4), (1, 3), (2, 5)]]","[[ 7.07106704e-01  2.75634209e-06  6.78834965e-08  1.01783521e-05
   3.04194164e-06 -7.07106858e-01]
 [-6.65444796e-07  7.07106153e-01 -7.07106808e-01  6.19983839e-04
  -6.82104865e-04  2.02900109e-06]
 [-6.79734299e-07  7.07106986e-01  7.07106457e-01 -2.30817995e-04
  -3.40683139e-04  2.13970382e-06]
 [-1.85614651e-04 -7.05975640e-04  5.96112599e-04  7.07107957e-01
  -7.07104955e-01 -1.78480870e-04]
 [-1.08588792e-04  3.16812861e-04  2.54688659e-04  7.07105239e-01
   7.07108192e-01 -9.53672326e-05]
 [ 7.07106826e-01 -1.54782849e-06  1.41996446e-07  2.84025507e-04
  -8.00680685e-05  7.07106675e-01]]",-2.799999676908352,-2.799699064154638
"[[0.         0.         0.        ]
 [1.31514296 1.23520404 3.39844719]
 [2.54771222 3.3673     3.87559685]
 [4.79304416 3.8710308  6.86031006]
 [7.92136026 6.96103893 8.77626392]
 [4.99185772 7.33904441 7.38971398]]",[-1.5709902  -1.38361942 -1.52696034],"[[(0, 3), (1, 2), (4, 5)], [(0, 4), (1, 2), (3, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 4), (1, 5), (2, 3)], [(0, 5), (1, 4), (2, 3)], [(0, 1), (2, 5), (3, 4)], [(0, 2), (1, 5), (3, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 3), (1, 4), (2, 5)], [(0, 3), (1, 5), (2, 4)]]","[[ 7.07106681e-01  3.69012941e-04  3.91387630e-04 -7.07106677e-01
   7.28291757e-07  6.72271416e-07]
 [-4.41685666e-04  7.07106584e-01 -7.07106688e-01 -4.64060412e-04
   1.33560213e-07  9.78880918e-08]
 [-3.68044528e-04  7.07106744e-01  7.07106613e-01  3.92356040e-04
  -7.01003191e-07 -6.39822254e-07]
 [ 7.07106624e-01  4.40717241e-04 -4.65028791e-04  7.07106600e-01
   1.93032547e-04 -1.76710733e-04]
 [-1.84899620e-04 -1.02484817e-07  1.69991897e-07 -1.84843560e-04
   7.07106788e-01 -7.07106726e-01]
 [-8.86145542e-06  5.49236686e-07  7.91116104e-07 -7.46016757e-06
   7.07106748e-01  7.07106815e-01]]",-2.8024666553901714,-2.8024179572370556
"[[0.         0.         0.        ]
 [3.6871928  0.44888084 0.54772459]
 [0.73753412 3.56429564 0.0871394 ]
 [4.14198161 6.64189148 1.98680896]
 [5.87846319 7.34256987 3.29569935]
 [3.8686948  3.3670906  3.02264393]]",[-1.55171027 -1.55856371 -1.29706076],"[[(0, 2), (1, 5), (3, 4)], [(0, 1), (2, 5), (3, 4)], [(0, 5), (1, 2), (3, 4)], [(0, 2), (1, 4), (3, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 4), (1, 2), (3, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 1), (2, 3), (4, 5)], [(0, 4), (1, 5), (2, 3)], [(0, 3), (1, 5), (2, 4)], [(0, 3), (1, 2), (4, 5)], [(0, 4), (1, 3), (2, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 5), (1, 3), (2, 4)]]","[[ 7.07105341e-01  2.75789112e-06 -7.07108221e-01 -2.43607008e-06
   2.21206530e-06  3.01523979e-05]
 [ 5.32172287e-05  7.07108212e-01  2.58229952e-05 -6.15517542e-05
   4.96276652e-05 -7.07105344e-01]
 [ 7.07108218e-01 -3.09215637e-05  7.07105340e-01  3.37090320e-05
   3.65609201e-05  4.81183827e-05]
 [ 3.75671379e-06 -1.41314485e-05 -8.96825665e-07  7.07105768e-01
  -7.07107783e-01 -1.25310883e-04]
 [-3.49753573e-05 -1.32541951e-03 -3.52614212e-05  7.07106403e-01
   7.07104651e-01 -1.33735304e-03]
 [-2.51191740e-05  7.07104108e-01  7.79026660e-06  1.40110889e-03
   1.26166264e-03  7.07106941e-01]]",-2.805605121708446,-2.805556288524983
"[[0.         0.         0.        ]
 [3.47394088 0.24438224 2.54731537]
 [1.66319871 3.68745321 2.90905454]
 [4.45587972 1.6340752  5.96951474]
 [8.32028441 2.12552027 6.71991333]
 [5.60545038 2.35187437 9.10545716]]",[-1.57089589 -1.56066502 -1.53831698],"[[(0, 4), (1, 2), (3, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 3), (1, 2), (4, 5)], [(0, 1), (2, 3), (4, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 5), (1, 3), (2, 4)], [(0, 1), (2, 5), (3, 4)], [(0, 2), (1, 5), (3, 4)], [(0, 5), (1, 4), (2, 3)], [(0, 4), (1, 5), (2, 3)], [(0, 3), (1, 4), (2, 5)], [(0, 3), (1, 5), (2, 4)]]","[[ 7.07106779e-01  8.49933488e-06  5.81015172e-06  4.04646840e-07
  -7.07106783e-01  1.29550185e-07]
 [-1.39491492e-06  7.07106800e-01 -7.07106756e-01  6.44858709e-05
   1.29431882e-06  7.22439397e-05]
 [-7.13619908e-06  7.07106758e-01  7.07106804e-01 -1.18062029e-05
   7.17328666e-06  3.26393684e-05]
 [-1.11849937e-04  2.61018220e-05  1.83437546e-05  7.07106687e-01
  -1.11574375e-04 -7.07106857e-01]
 [ 7.07106772e-01  3.00117017e-08 -6.16288049e-08  1.64365178e-04
   7.07106768e-01 -5.90591467e-05]
 [-5.29198877e-05 -7.87814925e-05  5.79483248e-05  7.07106853e-01
  -5.23861611e-05  7.07106698e-01]]",-2.7995947566448516,-2.7995611318498614
"[[0.         0.         0.        ]
 [0.76381562 1.65146239 1.75666847]
 [1.78930063 3.5127529  3.24302661]
 [5.78894695 4.97464229 4.92065462]
 [2.90327273 4.34349057 4.27647596]
 [3.68919087 4.69972505 4.0871367 ]]",[-1.38623004 -1.62333544 -0.27267399],"[[(0, 1), (2, 3), (4, 5)], [(0, 3), (1, 2), (4, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 3), (1, 5), (2, 4)], [(0, 5), (1, 3), (2, 4)], [(0, 4), (1, 2), (3, 5)], [(0, 1), (2, 5), (3, 4)], [(0, 2), (1, 4), (3, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 4), (1, 3), (2, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 2), (1, 5), (3, 4)], [(0, 5), (1, 4), (2, 3)], [(0, 4), (1, 5), (2, 3)]]","[[ 7.07120878e-01 -7.07063826e-01 -4.51517378e-03  4.51504391e-03
   1.43658596e-04  1.32617019e-04]
 [ 7.07071964e-01  7.07123449e-01 -8.99613305e-04 -1.64600579e-03
   3.85540000e-04 -4.69024289e-03]
 [ 4.37602435e-03 -4.54103147e-03  7.01556237e-01 -7.00544883e-01
   9.06361108e-02  9.38138508e-02]
 [ 1.12256499e-03  1.12143778e-03  7.06071818e-01  7.06016146e-01
   3.51698974e-02 -4.20041537e-02]
 [-2.60368875e-03 -2.61787886e-03 -3.66966752e-02 -4.04888158e-02
   7.04002250e-01 -7.08082771e-01]
 [ 1.45371821e-03  2.90554422e-03 -8.89583741e-02  9.54758010e-02
   7.03511789e-01  6.98592432e-01]]",-2.9857195562550403,-2.982016560940626
"[[0.         0.         0.        ]
 [1.68165911 1.67800976 0.43782731]
 [2.51251272 3.79997435 0.98507673]
 [3.83797834 5.42102043 3.71542309]
 [5.8532575  6.30079487 5.78015024]
 [2.21525501 4.23890974 4.22682129]]",[-1.57263685 -1.31808499 -1.18249151],"[[(0, 4), (1, 2), (3, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 3), (1, 2), (4, 5)], [(0, 1), (2, 5), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 2), (1, 5), (3, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 4), (1, 5), (2, 3)], [(0, 5), (1, 4), (2, 3)], [(0, 2), (1, 3), (4, 5)], [(0, 3), (1, 5), (2, 4)], [(0, 5), (1, 3), (2, 4)]]","[[ 7.07054751e-01  7.89925222e-03  8.83544826e-03 -4.29877401e-05
  -7.07059484e-01 -6.53272111e-06]
 [ 4.49192244e-04  7.07056741e-01 -7.07151607e-01 -2.57245553e-03
  -4.88027064e-04 -5.58422869e-04]
 [-8.37301039e-03  7.07111042e-01  7.06990242e-01  4.25607307e-03
   8.36120553e-03 -8.01028868e-04]
 [ 2.15457646e-04 -1.52142432e-03 -3.53504729e-03  7.07099853e-01
   1.17827701e-04 -7.07103193e-01]
 [ 7.07095711e-01  2.46973689e-05 -3.31010533e-05  4.22447862e-03
   7.07090542e-01  4.55785196e-03]
 [-4.34499459e-03 -1.62088465e-04 -3.29235061e-03  7.07083600e-01
  -4.43743999e-03  7.07095005e-01]]",-2.817244191772312,-2.8142091686268844
"[[0.         0.         0.        ]
 [0.21619662 0.46788533 0.7262134 ]
 [4.19977577 0.73769866 1.0581069 ]
 [7.52292123 2.14670091 3.92042009]
 [8.09220955 4.93094021 5.72816709]
 [0.25478399 2.87362862 3.8645486 ]]",[-0.29315281 -1.57224007 -1.53506865],"[[(0, 1), (2, 5), (3, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 2), (1, 5), (3, 4)], [(0, 5), (1, 2), (3, 4)], [(0, 4), (1, 5), (2, 3)], [(0, 3), (1, 5), (2, 4)], [(0, 4), (1, 2), (3, 5)], [(0, 3), (1, 2), (4, 5)], [(0, 2), (1, 4), (3, 5)], [(0, 2), (1, 3), (4, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 5), (1, 3), (2, 4)], [(0, 4), (1, 3), (2, 5)], [(0, 3), (1, 4), (2, 5)]]","[[ 7.07103249e-01 -7.07105712e-01 -2.53797181e-03  3.24957766e-07
  -3.78847810e-07 -2.56657575e-04]
 [ 7.07108303e-01  7.07105124e-01  1.58189185e-04 -4.96631737e-07
   5.10187447e-07  4.08281839e-04]
 [ 1.26570275e-03 -1.01561532e-03  7.07105590e-01  1.24462332e-05
   1.26306711e-05 -7.07106110e-01]
 [ 1.50849198e-07  8.56423487e-07 -4.30359242e-07  7.07106671e-01
  -7.07106891e-01 -6.15760971e-07]
 [-2.27099655e-09 -1.57219905e-08 -1.25350605e-05  7.07106891e-01
   7.07106671e-01  1.25418953e-05]
 [ 1.11407432e-03 -1.68055122e-03  7.07103400e-01  5.20489337e-07
  -5.27427015e-07  7.07107288e-01]]",-2.9886000610836514,-2.988598628690008
"[[0.         0.         0.        ]
 [1.99533357 3.61712774 3.53678142]
 [0.68136193 0.6244944  0.29079546]
 [3.56683224 0.1394205  1.42079583]
 [1.10038573 3.73228765 0.19247122]
 [3.23087671 3.71771426 7.39489829]]",[-0.33382272 -1.54156271 -1.57284794],"[[(0, 2), (1, 4), (3, 5)], [(0, 2), (1, 5), (3, 4)], [(0, 2), (1, 3), (4, 5)], [(0, 5), (1, 4), (2, 3)], [(0, 3), (1, 5), (2, 4)], [(0, 4), (1, 5), (2, 3)], [(0, 5), (1, 3), (2, 4)], [(0, 1), (2, 3), (4, 5)], [(0, 1), (2, 4), (3, 5)], [(0, 3), (1, 4), (2, 5)], [(0, 3), (1, 2), (4, 5)], [(0, 4), (1, 3), (2, 5)], [(0, 4), (1, 2), (3, 5)], [(0, 5), (1, 2), (3, 4)], [(0, 1), (2, 5), (3, 4)]]","[[ 7.07073294e-01 -8.07396529e-03 -7.06968032e-01 -7.78162234e-03
  -7.56202888e-03  7.78664046e-03]
 [ 1.47529627e-04  7.07102796e-01 -3.64069122e-04 -1.61136963e-05
  -7.07110656e-01  1.37871513e-05]
 [ 7.07070481e-01  1.00178485e-03  7.07141311e-01  6.54589410e-04
   7.85182029e-04 -6.72100807e-04]
 [ 7.12149543e-03 -1.30034628e-05 -8.44726701e-03  7.07063062e-01
  -3.70671327e-05 -7.07064179e-01]
 [ 6.92487069e-03  7.07063958e-01 -8.71083118e-03 -9.92656295e-05
   7.07062031e-01  2.44787538e-05]
 [ 6.61837612e-06  3.85954827e-05  1.07967764e-05  7.07107371e-01
   3.62643184e-05  7.07106189e-01]]",-2.9739268247815396,-2.9738932179871638
