geometry,target,edges,coeff,fci,energy
"[[0.         0.         0.        ]
 [0.         0.         0.71021021]
 [0.         0.         1.42042042]
 [0.         0.         2.13063063]]",[-0.14929926 -0.14929926],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71448699 -0.67084934 -0.13598789  0.14483368]
 [ 0.67084934  0.71448699  0.14483368  0.13598789]
 [ 0.14483368 -0.13598789  0.67084934 -0.71448699]
 [-0.13598789 -0.14483368  0.71448699  0.67084934]]",-2.116289599435728,-2.099830406698387
"[[0.         0.         0.        ]
 [0.         0.         0.71221221]
 [0.         0.         1.42442442]
 [0.         0.         2.13663664]]",[-0.14582107 -0.1458249 ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71274073 -0.66530638 -0.15161587  0.16242134]
 [ 0.66530726  0.71274216  0.16241509  0.15161203]
 [ 0.16242682 -0.15161     0.66530429 -0.71274269]
 [-0.15160615 -0.16242057  0.71274411  0.66530516]]",-2.1180137141865023,-2.104813754048539
"[[0.         0.         0.        ]
 [0.         0.         0.71421421]
 [0.         0.         1.42842843]
 [0.         0.         2.14264264]]",[-0.15071118 -0.15071119],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71426588 -0.67108476 -0.13603562  0.14478886]
 [ 0.67108476  0.71426588  0.14478886  0.13603562]
 [ 0.14478886 -0.13603562  0.67108476 -0.71426588]
 [-0.13603562 -0.14478886  0.71426588  0.67108476]]",-2.1197096164056166,-2.103370185255473
"[[0.         0.         0.        ]
 [0.         0.         0.71621622]
 [0.         0.         1.43243243]
 [0.         0.         2.14864865]]",[-0.15071118 -0.15071119],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71415609 -0.67120159 -0.1360593   0.14476661]
 [ 0.67120159  0.71415609  0.14476661  0.1360593 ]
 [ 0.14476661 -0.1360593   0.67120159 -0.71415609]
 [-0.1360593  -0.14476661  0.71415609  0.67120159]]",-2.121367474552539,-2.1050824751715944
"[[0.         0.         0.        ]
 [0.         0.         0.71821822]
 [0.         0.         1.43643644]
 [0.         0.         2.15465465]]",[-0.14821183 -0.14820779],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71243881 -0.66586271 -0.15123667  0.16181864]
 [ 0.6658618   0.71243739  0.16182486  0.15124068]
 [ 0.16181434 -0.15124127  0.66586446 -0.71243716]
 [-0.15124527 -0.16182056  0.71243575  0.66586355]]",-2.123002231871811,-2.1097463578891182
"[[0.         0.         0.        ]
 [0.         0.         0.72022022]
 [0.         0.         1.44044044]
 [0.         0.         2.16066066]]",[-0.15367026 -0.15367096],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71393743 -0.67143417 -0.13610644  0.14472228]
 [ 0.67143417  0.71393743  0.14472228  0.13610644]
 [ 0.14472228 -0.13610644  0.67143417 -0.71393743]
 [-0.13610644 -0.14472228  0.71393743  0.67143417]]",-2.1246039064789426,-2.1084301943391344
"[[0.         0.         0.        ]
 [0.         0.         0.72222222]
 [0.         0.         1.44444444]
 [0.         0.         2.16666667]]",[-0.1494473  -0.14945136],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71223479 -0.66622981 -0.15100095  0.16142541]
 [ 0.66623074  0.71223619  0.16141921  0.15099686]
 [ 0.16142903 -0.15099708  0.66622825 -0.71223624]
 [-0.15099299 -0.16142283  0.71223765  0.66622918]]",-2.126175848120314,-2.11288176241509
"[[0.         0.         0.        ]
 [0.         0.         0.72422422]
 [0.         0.         1.44844845]
 [0.         0.         2.17267267]]",[-0.15508737 -0.15508669],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71372041 -0.67166485 -0.13615321  0.14467829]
 [ 0.67166485  0.71372041  0.14467829  0.13615321]
 [ 0.14467829 -0.13615321  0.67166485 -0.71372041]
 [-0.13615321 -0.14467829  0.71372041  0.67166485]]",-2.127721524551303,-2.111654005676339
"[[0.         0.         0.        ]
 [0.         0.         0.72622623]
 [0.         0.         1.45245245]
 [0.         0.         2.17867868]]",[-0.15508737 -0.15508669],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71361268 -0.67177931 -0.13617641  0.14465645]
 [ 0.67177931  0.71361268  0.14465645  0.13617641]
 [ 0.14465645 -0.13617641  0.67177931 -0.71361268]
 [-0.13617641 -0.14465645  0.71361268  0.67177931]]",-2.1292308429843967,-2.1132125977794396
"[[0.         0.         0.        ]
 [0.         0.         0.72822823]
 [0.         0.         1.45645646]
 [0.         0.         2.18468468]]",[-0.15186397 -0.15185942],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71194026 -0.66677415 -0.15062547  0.16082683]
 [ 0.66677334  0.71193905  0.16083218  0.15062903]
 [ 0.16082761 -0.15062463  0.66677456 -0.71193988]
 [-0.15062819 -0.16083296  0.71193867  0.66677375]]",-2.1307188874295258,-2.117369448524679
"[[0.         0.         0.        ]
 [0.         0.         0.73023023]
 [0.         0.         1.46046046]
 [0.         0.         2.19069069]]",[-0.15713982 -0.15714052],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71339816 -0.67200712 -0.13622259  0.14461297]
 [ 0.67200712  0.71339816  0.14461297  0.13622259]
 [ 0.14461297 -0.13622259  0.67200712 -0.71339816]
 [-0.13622259 -0.14461297  0.71339816  0.67200712]]",-2.1321754257794665,-2.116255145229935
"[[0.         0.         0.        ]
 [0.         0.         0.73223223]
 [0.         0.         1.46446446]
 [0.         0.         2.1966967 ]]",[-0.15330242 -0.15330703],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71174324 -0.66713153 -0.15038404  0.16044223]
 [ 0.66713236  0.71174446  0.16043685  0.15038038]
 [ 0.16044129 -0.15038505  0.66713118 -0.71174358]
 [-0.15038139 -0.1604359   0.71174479  0.66713201]]",-2.133603937645112,-2.1202168646867814
"[[0.         0.         0.        ]
 [0.         0.         0.73423423]
 [0.         0.         1.46846847]
 [0.         0.         2.2027027 ]]",[-0.1585482  -0.15854755],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71318531 -0.67223301 -0.13626838  0.14456982]
 [ 0.67223301  0.71318531  0.14456982  0.13626838]
 [ 0.14456982 -0.13626838  0.67223301 -0.71318531]
 [-0.13626838 -0.14456982  0.71318531  0.67223301]]",-2.1350080111325136,-2.1191813957513954
"[[0.         0.         0.        ]
 [0.         0.         0.73623624]
 [0.         0.         1.47247247]
 [0.         0.         2.20870871]]",[-0.1585482  -0.15854755],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71307968 -0.67234505 -0.13629109  0.14454841]
 [ 0.67234505  0.71307968  0.14454841  0.13629109]
 [ 0.14454841 -0.13629109  0.67234505 -0.71307968]
 [-0.13629109 -0.14454841  0.71307968  0.67234505]]",-2.136377317027673,-2.120593688612578
"[[0.         0.         0.        ]
 [0.         0.         0.73823824]
 [0.         0.         1.47647648]
 [0.         0.         2.21471471]]",[-0.15573103 -0.15572759],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71145733 -0.66766275 -0.15000744  0.1598521 ]
 [ 0.66766201  0.71145607  0.15985771  0.15001073]
 [ 0.15984585 -0.1500141   0.66766488 -0.71145532]
 [-0.15001739 -0.15985146  0.71145406  0.66766415]]",-2.1377270600627925,-2.1242850906906106
"[[0.         0.         0.        ]
 [0.         0.         0.74024024]
 [0.         0.         1.48048048]
 [0.         0.         2.22072072]]",[-0.16064553 -0.16064598],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71286934 -0.67256807 -0.1363363   0.14450577]
 [ 0.67256807  0.71286934  0.14450577  0.1363363 ]
 [ 0.14450577 -0.1363363   0.67256807 -0.71286934]
 [-0.1363363  -0.14450577  0.71286934  0.67256807]]",-2.139046781995978,-2.1233493418042966
"[[0.         0.         0.        ]
 [0.         0.         0.74224224]
 [0.         0.         1.48448448]
 [0.         0.         2.22672673]]",[-0.15719884 -0.15720359],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71126519 -0.66801248 -0.14976936  0.15946879]
 [ 0.66801335  0.71126641  0.15946332  0.14976548]
 [ 0.15946752 -0.14977071  0.66801224 -0.71126541]
 [-0.14976683 -0.15946205  0.71126664  0.66801311]]",-2.140340081579747,-2.1268608396225948
"[[0.         0.         0.        ]
 [0.         0.         0.74424424]
 [0.         0.         1.48848849]
 [0.         0.         2.23273273]]",[-0.16207645 -0.16207588],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71266071 -0.67278913 -0.13638111  0.14446348]
 [ 0.67278913  0.71266071  0.14446348  0.13638111]
 [ 0.14446348 -0.13638111  0.67278913 -0.71266071]
 [-0.13638111 -0.14446348  0.71266071  0.67278913]]",-2.14161065718135,-2.1259952528489503
"[[0.         0.         0.        ]
 [0.         0.         0.74624625]
 [0.         0.         1.49249249]
 [0.         0.         2.23873874]]",[-0.16207645 -0.16207588],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71255721 -0.67289875 -0.13640333  0.1444425 ]
 [ 0.67289875  0.71255721  0.1444425   0.13640333]
 [ 0.1444425  -0.13640333  0.67289875 -0.71255721]
 [-0.13640333 -0.1444425   0.71255721  0.67289875]]",-2.142847966220068,-2.1272697523539548
"[[0.         0.         0.        ]
 [0.         0.         0.74824825]
 [0.         0.         1.4964965 ]
 [0.         0.         2.24474474]]",[-0.15963618 -0.15963142],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7109868  -0.66853218 -0.14939621  0.15888131]
 [ 0.66853129  0.71098557  0.15888681  0.14940021]
 [ 0.15888271 -0.14939472  0.66853237 -0.71098662]
 [-0.14939872 -0.15888821  0.71098539  0.66853147]]",-2.1440673155799606,-2.1305336318164856
"[[0.         0.         0.        ]
 [0.         0.         0.75025025]
 [0.         0.         1.5005005 ]
 [0.         0.         2.25075075]]",[-0.16421778 -0.16421827],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71235107 -0.67311697 -0.13644757  0.14440071]
 [ 0.67311697  0.71235107  0.14440071  0.13644757]
 [ 0.14440071 -0.13644757  0.67311697 -0.71235107]
 [-0.13644757 -0.14440071  0.71235107  0.67311697]]",-2.145258043260055,-2.129755131449592
"[[0.         0.         0.        ]
 [0.         0.         0.75225225]
 [0.         0.         1.5045045 ]
 [0.         0.         2.25675676]]",[-0.16113352 -0.16113834],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71080126 -0.66887246 -0.14915417  0.15850625]
 [ 0.66887337  0.7108025   0.15850072  0.1491501 ]
 [ 0.15850479 -0.14915573  0.6688723  -0.71080142]
 [-0.14915166 -0.15849925  0.71080265  0.6688732 ]]",-2.14642385713204,-2.1328532448555415
"[[0.         0.         0.        ]
 [0.         0.         0.75425425]
 [0.         0.         1.50850851]
 [0.         0.         2.26276276]]",[-0.16567158 -0.16567113],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71214673 -0.67333315 -0.13649139  0.14435929]
 [ 0.67333315  0.71214673  0.14435929  0.13649139]
 [ 0.14435929 -0.13649139  0.67333315 -0.71214673]
 [-0.13649139 -0.14435929  0.71214673  0.67333315]]",-2.1475685563977636,-2.132136935884099
"[[0.         0.         0.        ]
 [0.         0.         0.75625626]
 [0.         0.         1.51251251]
 [0.         0.         2.26876877]]",[-0.16567158 -0.16567113],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71204536 -0.67344035 -0.13651312  0.14433874]
 [ 0.67344035  0.71204536  0.14433874  0.13651312]
 [ 0.14433874 -0.13651312  0.67344035 -0.71204536]
 [-0.13651312 -0.14433874  0.71204536  0.67344035]]",-2.1486814065203585,-2.1332816278542763
"[[0.         0.         0.        ]
 [0.         0.         0.75825826]
 [0.         0.         1.51651652]
 [0.         0.         2.27477477]]",[-0.16358012 -0.16357529],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71053132 -0.66937978 -0.14878059  0.15792493]
 [ 0.66937886  0.71053008  0.15793049  0.14878476]
 [ 0.15792647 -0.14877896  0.66937991 -0.7105312 ]
 [-0.14878312 -0.15793203  0.71052996  0.66937899]]",-2.149777799360973,-2.136153231672618
"[[0.         0.         0.        ]
 [0.         0.         0.76026026]
 [0.         0.         1.52052052]
 [0.         0.         2.28078078]]",[-0.16785554 -0.16785592],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71184348 -0.67365374 -0.13655637  0.14429782]
 [ 0.67365374  0.71184348  0.14429782  0.13655637]
 [ 0.14429782 -0.13655637  0.67365374 -0.71184348]
 [-0.13655637 -0.14429782  0.71184348  0.67365374]]",-2.150846889930952,-2.1355123488065115
"[[0.         0.         0.        ]
 [0.         0.         0.76226226]
 [0.         0.         1.52452452]
 [0.         0.         2.28678679]]",[-0.16510892 -0.1651138 ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7103515  -0.66971174 -0.14853824  0.15755418]
 [ 0.66971268  0.71035274  0.1575486   0.14853402]
 [ 0.15755261 -0.14853991  0.66971163 -0.71035161]
 [-0.14853569 -0.15754704  0.71035284  0.66971256]]",-2.1518924858624358,-2.1382312849988594
"[[0.         0.         0.        ]
 [0.         0.         0.76426426]
 [0.         0.         1.52852853]
 [0.         0.         2.29279279]]",[-0.16933244 -0.16933209],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71164351 -0.67386498 -0.13659919  0.14425728]
 [ 0.67386498  0.71164351  0.14425728  0.13659919]
 [ 0.14425728 -0.13659919  0.67386498 -0.71164351]
 [-0.13659919 -0.14425728  0.71164351  0.67386498]]",-2.1529184783934943,-2.1376452971496067
"[[0.         0.         0.        ]
 [0.         0.         0.76626627]
 [0.         0.         1.53253253]
 [0.         0.         2.2987988 ]]",[-0.16933244 -0.16933209],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71154419 -0.67396985 -0.13662045  0.14423715]
 [ 0.67396985  0.71154419  0.14423715  0.13662045]
 [ 0.14423715 -0.13662045  0.67396985 -0.71154419]
 [-0.13662045 -0.14423715  0.71154419  0.67396985]]",-2.153913960898153,-2.1386676747548936
"[[0.         0.         0.        ]
 [0.         0.         0.76826827]
 [0.         0.         1.53653654]
 [0.         0.         2.3048048 ]]",[-0.16756589 -0.167561  ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71009002 -0.67020685 -0.14816404  0.15697885]
 [ 0.6702059   0.71008879  0.15698442  0.14816832]
 [ 0.15698044 -0.14816236  0.67020694 -0.71008993]
 [-0.14816664 -0.15698601  0.7100887   0.670206  ]]",-2.154894394358759,-2.14117965615978
"[[0.         0.         0.        ]
 [0.         0.         0.77027027]
 [0.         0.         1.54054054]
 [0.         0.         2.31081081]]",[-0.17155781 -0.17155809],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71134669 -0.6741783  -0.13666271  0.14419711]
 [ 0.6741783   0.71134669  0.14419711  0.13666271]
 [ 0.14419711 -0.13666271  0.6741783  -0.71134669]
 [-0.13666271 -0.14419711  0.71134669  0.6741783 ]]",-2.1558487700690456,-2.1406584150550576
"[[0.         0.         0.        ]
 [0.         0.         0.77227227]
 [0.         0.         1.54454454]
 [0.         0.         2.31681682]]",[-0.1691273  -0.16913221],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7099159  -0.67053065 -0.14792131  0.15661207]
 [ 0.6705316   0.70991713  0.15660651  0.14791701]
 [ 0.15661047 -0.147923    0.67053057 -0.70991598]
 [-0.14791871 -0.15660491  0.70991721  0.67053152]]",-2.156780986690903,-2.143029952459009
"[[0.         0.         0.        ]
 [0.         0.         0.77427427]
 [0.         0.         1.54854855]
 [0.         0.         2.32282282]]",[-0.17305821 -0.17305798],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71115091 -0.67438482 -0.13670457  0.14415743]
 [ 0.67438482  0.71115091  0.14415743  0.13670457]
 [ 0.14415743 -0.13670457  0.67438482 -0.71115091]
 [-0.13670457 -0.14415743  0.71115091  0.67438482]]",-2.1576950192938735,-2.142556817473605
"[[0.         0.         0.        ]
 [0.         0.         0.77627628]
 [0.         0.         1.55255255]
 [0.         0.         2.32882883]]",[-0.17305821 -0.17305798],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71105372 -0.67448729 -0.13672534  0.14413773]
 [ 0.67448729  0.71105372  0.14413773  0.13672534]
 [ 0.14413773 -0.13672534  0.67448729 -0.71105372]
 [-0.13672534 -0.14413773  0.71105372  0.67448729]]",-2.158579807586922,-2.143463935142148
"[[0.         0.         0.        ]
 [0.         0.         0.77827828]
 [0.         0.         1.55655656]
 [0.         0.         2.33483483]]",[-0.17159559 -0.17159073],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70966287 -0.67101372 -0.14754637  0.15604254]
 [ 0.67101278  0.70966166  0.15604805  0.14755066]
 [ 0.15604415 -0.14754467  0.67101379 -0.7096628 ]
 [-0.14754896 -0.15604965  0.70966159  0.67101284]]",-2.159450867060374,-2.1456467433944635
"[[0.         0.         0.        ]
 [0.         0.         0.78028028]
 [0.         0.         1.56056056]
 [0.         0.         2.34084084]]",[-0.17532396 -0.17532412],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71086062 -0.6746908  -0.1367666   0.14409858]
 [ 0.6746908   0.71086062  0.14409858  0.1367666 ]
 [ 0.14409858 -0.1367666   0.6746908  -0.71086062]
 [-0.1367666  -0.14409858  0.71086062  0.6746908 ]]",-2.160297043156817,-2.1452284794977694
"[[0.         0.         0.        ]
 [0.         0.         0.78228228]
 [0.         0.         1.56456456]
 [0.         0.         2.34684685]]",[-0.17319069 -0.17319554],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70949445 -0.67132955 -0.14730306  0.15567942]
 [ 0.67133048  0.70949564  0.15567397  0.1472988 ]
 [ 0.1556778  -0.14730477  0.67132949 -0.7094945 ]
 [-0.14730051 -0.15567235  0.70949569  0.67133042]]",-2.1611223174298657,-2.1472821996383944
"[[0.         0.         0.        ]
 [0.         0.         0.78428428]
 [0.         0.         1.56856857]
 [0.         0.         2.35285285]]",[-0.17684836 -0.17684823],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71066926 -0.67489236 -0.13680746  0.14405979]
 [ 0.67489236  0.71066926  0.14405979  0.13680746]
 [ 0.14405979 -0.13680746  0.67489236 -0.71066926]
 [-0.13680746 -0.14405979  0.71066926  0.67489236]]",-2.1619307411358273,-2.1469058148078157
"[[0.         0.         0.        ]
 [0.         0.         0.78628629]
 [0.         0.         1.57257257]
 [0.         0.         2.35885886]]",[-0.17684836 -0.17684823],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71057413 -0.67499252 -0.13682776  0.14404051]
 [ 0.67499252  0.71057413  0.14404051  0.13682776]
 [ 0.14404051 -0.13682776  0.67499252 -0.71057413]
 [-0.13682776 -0.14404051  0.71057413  0.67499252]]",-2.162711117395115,-2.14770430123659
"[[0.         0.         0.        ]
 [0.         0.         0.78828829]
 [0.         0.         1.57657658]
 [0.         0.         2.36486486]]",[-0.1756713  -0.17566649],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7092498  -0.67180077 -0.14692735  0.15511546]
 [ 0.67179986  0.70924864  0.15512078  0.14693152]
 [ 0.15511712 -0.1469256   0.6718008  -0.70924976]
 [-0.14692977 -0.15512243  0.7092486   0.67179989]]",-2.163479002759897,-2.149586221835843
"[[0.         0.         0.        ]
 [0.         0.         0.79029029]
 [0.         0.         1.58058058]
 [0.         0.         2.37087087]]",[-0.17915351 -0.17915357],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71038578 -0.67519074 -0.13686794  0.14400233]
 [ 0.67519074  0.71038578  0.14400233  0.13686794]
 [ 0.14400233 -0.13686794  0.67519074 -0.71038578]
 [-0.13686794 -0.14400233  0.71038578  0.67519074]]",-2.164223113377712,-2.1492556331939427
"[[0.         0.         0.        ]
 [0.         0.         0.79229229]
 [0.         0.         1.58458458]
 [0.         0.         2.37687688]]",[-0.17730091 -0.17730571],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70908709 -0.67210879 -0.14668317  0.15475569]
 [ 0.67210969  0.70908822  0.15475048  0.14667907]
 [ 0.15475399 -0.14668496  0.67210877 -0.7090871 ]
 [-0.14668086 -0.15474878  0.70908824  0.67210967]]",-2.1649475061140575,-2.151019013180033
"[[0.         0.         0.        ]
 [0.         0.         0.79429429]
 [0.         0.         1.58858859]
 [0.         0.         2.38288288]]",[-0.18070255 -0.18070251],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71019771 -0.67538856 -0.13690804  0.1439642 ]
 [ 0.67538856  0.71019771  0.1439642   0.13690804]
 [ 0.1439642  -0.13690804  0.67538856 -0.71019771]
 [-0.13690804 -0.1439642   0.71019771  0.67538856]]",-2.1656563012940477,-2.15072448579457
"[[0.         0.         0.        ]
 [0.         0.         0.7962963 ]
 [0.         0.         1.59259259]
 [0.         0.         2.38888889]]",[-0.18070255 -0.18070251],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.71010333 -0.67548779 -0.13692815  0.14394507]
 [ 0.67548779  0.71010333  0.14394507  0.13692815]
 [ 0.14394507 -0.13692815  0.67548779 -0.71010333]
 [-0.13692815 -0.14394507  0.71010333  0.67548779]]",-2.1663381812694698,-2.1514204788652784
"[[0.         0.         0.        ]
 [0.         0.         0.7982983 ]
 [0.         0.         1.5965966 ]
 [0.         0.         2.39489489]]",[-0.18070255 -0.18070251],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70884305 -0.67256451 -0.14633216  0.15422518]
 [ 0.67256423  0.70884249  0.15422772  0.14633345]
 [ 0.1542247  -0.14633266  0.67256501 -0.70884258]
 [-0.14633395 -0.15422725  0.70884202  0.67256473]]",-2.1670087313008635,-2.153027150193327
"[[0.        0.        0.       ]
 [0.        0.        0.8003003]
 [0.        0.        1.6006006]
 [0.        0.        2.4009009]]",[-0.18304948 -0.18304948],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7099209  -0.67567952 -0.13696702  0.14390809]
 [ 0.67567952  0.7099209   0.14390809  0.13696702]
 [ 0.14390809 -0.13696702  0.67567952 -0.7099209 ]
 [-0.13696702 -0.14390809  0.7099209   0.67567952]]",-2.1676565535749965,-2.1527708628703346
"[[0.         0.         0.        ]
 [0.         0.         0.8023023 ]
 [0.         0.         1.6046046 ]
 [0.         0.         2.40690691]]",[-0.18145979 -0.18146452],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70869374 -0.67286878 -0.14606136  0.15384036]
 [ 0.67286962  0.70869481  0.15383544  0.14605749]
 [ 0.15383851 -0.14606331  0.67286882 -0.70869371]
 [-0.14605944 -0.15383359  0.70869478  0.67286966]]",-2.1682857732139267,-2.1542695954322735
"[[0.         0.         0.        ]
 [0.         0.         0.8043043 ]
 [0.         0.         1.60860861]
 [0.         0.         2.41291291]]",[-0.18462054 -0.18462061],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70973807 -0.67587156 -0.13700595  0.14387103]
 [ 0.67587156  0.70973807  0.14387103  0.13700595]
 [ 0.14387103 -0.13700595  0.67587156 -0.70973807]
 [-0.13700595 -0.14387103  0.70973807  0.67587156]]",-2.1689005729876465,-2.1540432822307234
"[[0.         0.         0.        ]
 [0.         0.         0.80630631]
 [0.         0.         1.61261261]
 [0.         0.         2.41891892]]",[-0.18462054 -0.18462061],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70964741 -0.67596675 -0.13702524  0.14385265]
 [ 0.67596675  0.70964741  0.14385265  0.13702524]
 [ 0.14385265 -0.13702524  0.67596675 -0.70964741]
 [-0.13702524 -0.14385265  0.70964741  0.67596675]]",-2.169489529129569,-2.154642841550126
"[[0.         0.         0.        ]
 [0.         0.         0.80830831]
 [0.         0.         1.61661662]
 [0.         0.         2.42492492]]",[-0.18462054 -0.18462061],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70846564 -0.67331704 -0.14568402  0.15328655]
 [ 0.67331623  0.70846461  0.15329131  0.14568777]
 [ 0.15328852 -0.14568195  0.67331697 -0.70846571]
 [-0.14568569 -0.15329328  0.70846468  0.67331616]]",-2.1700682442741144,-2.1559997945001297
"[[0.         0.         0.        ]
 [0.         0.         0.81031031]
 [0.         0.         1.62062062]
 [0.         0.         2.43093093]]",[-0.18701742 -0.18701743],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70946716 -0.67615593 -0.13706359  0.14381611]
 [ 0.67615593  0.70946716  0.14381611  0.13706359]
 [ 0.14381611 -0.13706359  0.67615593 -0.70946716]
 [-0.13706359 -0.14381611  0.70946716  0.67615593]]",-2.1706252208448378,-2.1558034931332006
"[[0.         0.         0.        ]
 [0.         0.         0.81231231]
 [0.         0.         1.62462462]
 [0.         0.         2.43693694]]",[-0.18566928 -0.18567396],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70831431 -0.67360994 -0.14543738  0.15293286]
 [ 0.67361073  0.70831531  0.15292819  0.1454337 ]
 [ 0.15293082 -0.14543953  0.67361004 -0.70831421]
 [-0.14543585 -0.15292615  0.70831522  0.67361083]]",-2.1711646456562086,-2.1570614500433827
"[[0.         0.         0.        ]
 [0.         0.         0.81431431]
 [0.         0.         1.62862863]
 [0.         0.         2.44294294]]",[-0.18860246 -0.18860262],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70928863 -0.67634321 -0.13710156  0.14377992]
 [ 0.67634321  0.70928863  0.14377992  0.13710156]
 [ 0.14377992 -0.13710156  0.67634321 -0.70928863]
 [-0.13710156 -0.14377992  0.70928863  0.67634321]]",-2.1716907577614712,-2.156890614579283
