geometry,target,edges,coeff,fci,energy
"[[0.         0.         0.        ]
 [0.         0.         1.51701702]
 [0.         0.         3.03403403]
 [0.         0.         4.55105105]]",[-0.67855015 -0.67855014],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70450049 -0.70060282 -0.07988601  0.08033044]
 [ 0.70060282  0.70450049  0.08033044  0.07988601]
 [ 0.08033044 -0.07988601  0.70060282 -0.70450049]
 [-0.07988601 -0.08033044  0.70450049  0.70060282]]",-1.9909602357204834,-1.9748629247727543
"[[0.         0.         0.        ]
 [0.         0.         1.51901902]
 [0.         0.         3.03803804]
 [0.         0.         4.55705706]]",[-0.67994694 -0.67994695],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70451798 -0.70064335 -0.07963349  0.08007388]
 [ 0.70064335  0.70451798  0.08007388  0.07963349]
 [ 0.08007388 -0.07963349  0.70064335 -0.70451798]
 [-0.07963349 -0.08007388  0.70451798  0.70064335]]",-1.9903586169893905,-1.9742816171895239
"[[0.         0.         0.        ]
 [0.         0.         1.52102102]
 [0.         0.         3.04204204]
 [0.         0.         4.56306306]]",[-0.68433336 -0.68433339],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70453536 -0.70068351 -0.07938224  0.07981862]
 [ 0.70068351  0.70453536  0.07981862  0.07938224]
 [ 0.07981862 -0.07938224  0.70068351 -0.70453536]
 [-0.07938224 -0.07981862  0.70453536  0.70068351]]",-1.989759007880263,-1.9737049032247949
"[[0.         0.         0.        ]
 [0.         0.         1.52302302]
 [0.         0.         3.04604605]
 [0.         0.         4.56906907]]",[-0.68433336 -0.68433339],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7045528  -0.70072374 -0.0791296   0.079562  ]
 [ 0.70072374  0.7045528   0.079562    0.0791296 ]
 [ 0.079562   -0.0791296   0.70072374 -0.7045528 ]
 [-0.0791296  -0.079562    0.7045528   0.70072374]]",-1.9891609981183962,-1.9731271247765831
"[[0.         0.         0.        ]
 [0.         0.         1.52502503]
 [0.         0.         3.05005005]
 [0.         0.         4.57507508]]",[-0.68572778 -0.68572778],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70457005 -0.70076335 -0.07887959  0.07930808]
 [ 0.70076335  0.70457005  0.07930808  0.07887959]
 [ 0.07930808 -0.07887959  0.70076335 -0.70457005]
 [-0.07887959 -0.07930808  0.70457005  0.70076335]]",-1.9885624489918698,-1.9725476347291446
"[[0.         0.         0.        ]
 [0.         0.         1.52702703]
 [0.         0.         3.05405405]
 [0.         0.         4.58108108]]",[-0.69013279 -0.69013278],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70458736 -0.70080306 -0.07862815  0.07905274]
 [ 0.70080306  0.70458736  0.07905274  0.07862815]
 [ 0.07905274 -0.07862815  0.70080306 -0.70458736]
 [-0.07862815 -0.07905274  0.70458736  0.70080306]]",-1.9879682842535482,-1.9719770192235369
"[[0.         0.         0.        ]
 [0.         0.         1.52902903]
 [0.         0.         3.05805806]
 [0.         0.         4.58708709]]",[-0.69013279 -0.69013278],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70460471 -0.70084284 -0.07837535  0.07879605]
 [ 0.70084284  0.70460471  0.07879605  0.07837535]
 [ 0.07879605 -0.07837535  0.70084284 -0.70460471]
 [-0.07837535 -0.07879605  0.70460471  0.70084284]]",-1.9873757304280828,-1.9714053337222925
"[[0.         0.         0.        ]
 [0.         0.         1.53103103]
 [0.         0.         3.06206206]
 [0.         0.         4.59309309]]",[-0.6915205  -0.69152049],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70462196 -0.70088224 -0.07812382  0.07854067]
 [ 0.70088224  0.70462196  0.07854067  0.07812382]
 [ 0.07854067 -0.07812382  0.70088224 -0.70462196]
 [-0.07812382 -0.07854067  0.70462196  0.70088224]]",-1.9867852094589609,-1.970835715397214
"[[0.         0.         0.        ]
 [0.         0.         1.53303303]
 [0.         0.         3.06606607]
 [0.         0.         4.5990991 ]]",[-0.69593807 -0.69593803],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70463926 -0.70092171 -0.07787096  0.07828397]
 [ 0.70092171  0.70463926  0.07828397  0.07787096]
 [ 0.07828397 -0.07787096  0.70092171 -0.70463926]
 [-0.07787096 -0.07828397  0.70463926  0.70092171]]",-1.986196306710394,-1.9702716536466829
"[[0.         0.         0.        ]
 [0.         0.         1.53503504]
 [0.         0.         3.07007007]
 [0.         0.         4.60510511]]",[-0.69593807 -0.69593803],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70465638 -0.70096059 -0.07762069  0.07802995]
 [ 0.70096059  0.70465638  0.07802995  0.07762069]
 [ 0.07802995 -0.07762069  0.70096059 -0.70465638]
 [-0.07762069 -0.07802995  0.70465638  0.70096059]]",-1.985606935824514,-1.9697019179502997
"[[0.         0.         0.        ]
 [0.         0.         1.53703704]
 [0.         0.         3.07407407]
 [0.         0.         4.61111111]]",[-0.69732255 -0.69732252],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70467353 -0.70099954 -0.07736906  0.07777456]
 [ 0.70099954  0.70467353  0.07777456  0.07736906]
 [ 0.07777456 -0.07736906  0.70099954 -0.70467353]
 [-0.07736906 -0.07777456  0.70467353  0.70099954]]",-1.9850219197664252,-1.9691384265951353
"[[0.         0.         0.        ]
 [0.         0.         1.53903904]
 [0.         0.         3.07807808]
 [0.         0.         4.61711712]]",[-0.70175649 -0.70175653],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70469073 -0.70103856 -0.07711612  0.07751787]
 [ 0.70103856  0.70469073  0.07751787  0.07711612]
 [ 0.07751787 -0.07711612  0.70103856 -0.70469073]
 [-0.07711612 -0.07751787  0.70469073  0.70103856]]",-1.9844385321740996,-1.9685805218105248
"[[0.         0.         0.        ]
 [0.         0.         1.54104104]
 [0.         0.         3.08208208]
 [0.         0.         4.62312312]]",[-0.70175649 -0.70175653],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70470782 -0.70107721 -0.07686445  0.0772625 ]
 [ 0.70107721  0.70470782  0.0772625   0.07686445]
 [ 0.0772625  -0.07686445  0.70107721 -0.70470782]
 [-0.07686445 -0.0772625   0.70470782  0.70107721]]",-1.9838571977495814,-1.9680206645931584
"[[0.         0.         0.        ]
 [0.         0.         1.54304304]
 [0.         0.         3.08608609]
 [0.         0.         4.62912913]]",[-0.70313593 -0.70313598],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70472579 -0.70111643 -0.07660526  0.07699963]
 [ 0.70111643  0.70472579  0.07699963  0.07660526]
 [ 0.07699963 -0.07660526  0.70111643 -0.70472579]
 [-0.07660526 -0.07699963  0.70472579  0.70111643]]",-1.9832774982309886,-1.9674637584855552
"[[0.         0.         0.        ]
 [0.         0.         1.54504505]
 [0.         0.         3.09009009]
 [0.         0.         4.63513514]]",[-0.70769038 -0.70769033],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70476599 -0.70116879 -0.07618241  0.07657325]
 [ 0.70116879  0.70476599  0.07657325  0.07618241]
 [ 0.07657325 -0.07618241  0.70116879 -0.70476599]
 [-0.07618241 -0.07657325  0.70476599  0.70116879]]",-1.9826973986749503,-1.9669080151404885
"[[0.         0.         0.        ]
 [0.         0.         1.54704705]
 [0.         0.         3.09409409]
 [0.         0.         4.64114114]]",[-0.70769038 -0.70769033],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70478328 -0.70120721 -0.07592769  0.07631491]
 [ 0.70120721  0.70478328  0.07631491  0.07592769]
 [ 0.07631491 -0.07592769  0.70120721 -0.70478328]
 [-0.07592769 -0.07631491  0.70478328  0.70120721]]",-1.9821216221112326,-1.9663543443445934
"[[0.         0.         0.        ]
 [0.         0.         1.54904905]
 [0.         0.         3.0980981 ]
 [0.         0.         4.64714715]]",[-0.7090649  -0.70906485],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70480061 -0.70124568 -0.07567167  0.07605529]
 [ 0.70124568  0.70480061  0.07605529  0.07567167]
 [ 0.07605529 -0.07567167  0.70124568 -0.70480061]
 [-0.07567167 -0.07605529  0.70480061  0.70124568]]",-1.9815474894149814,-1.9658036157120313
"[[0.         0.         0.        ]
 [0.         0.         1.55105105]
 [0.         0.         3.1021021 ]
 [0.         0.         4.65315315]]",[-0.71352402 -0.71352404],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70481782 -0.70128379 -0.07541691  0.07579696]
 [ 0.70128379  0.70481782  0.07579696  0.07541691]
 [ 0.07579696 -0.07541691  0.70128379 -0.70481782]
 [-0.07541691 -0.07579696  0.70481782  0.70128379]]",-1.9809754273693614,-1.9652576425678951
"[[0.         0.         0.        ]
 [0.         0.         1.55305305]
 [0.         0.         3.10610611]
 [0.         0.         4.65915916]]",[-0.71352402 -0.71352404],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70481142 -0.70130735 -0.07533921  0.07571565]
 [ 0.70130735  0.70481142  0.07571565  0.07533921]
 [ 0.07571565 -0.07533921  0.70130735 -0.70481142]
 [-0.07533921 -0.07571565  0.70481142  0.70130735]]",-1.980405014788229,-1.9647106505925895
"[[0.         0.         0.        ]
 [0.         0.         1.55505506]
 [0.         0.         3.11011011]
 [0.         0.         4.66516517]]",[-0.71485847 -0.71485847],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70482887 -0.70134515 -0.07508358  0.07545654]
 [ 0.70134515  0.70482887  0.07545654  0.07508358]
 [ 0.07545654 -0.07508358  0.70134515 -0.70482887]
 [-0.07508358 -0.07545654  0.70482887  0.70134515]]",-1.9798342672065479,-1.9641620545824945
"[[0.         0.         0.        ]
 [0.         0.         1.55705706]
 [0.         0.         3.11411411]
 [0.         0.         4.67117117]]",[-0.71926571 -0.71926572],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70484635 -0.70138302 -0.0748266   0.07519608]
 [ 0.70138302  0.70484635  0.07519608  0.0748266 ]
 [ 0.07519608 -0.0748266   0.70138302 -0.70484635]
 [-0.0748266  -0.07519608  0.70484635  0.70138302]]",-1.9792678086133462,-1.9636221955495214
"[[0.         0.         0.        ]
 [0.         0.         1.55905906]
 [0.         0.         3.11811812]
 [0.         0.         4.67717718]]",[-0.71926571 -0.71926572],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70486387 -0.70142095 -0.07456826  0.07493428]
 [ 0.70142095  0.70486387  0.07493428  0.07456826]
 [ 0.07493428 -0.07456826  0.70142095 -0.70486387]
 [-0.07456826 -0.07493428  0.70486387  0.70142095]]",-1.978703007199042,-1.9630813857557219
"[[0.         0.         0.        ]
 [0.         0.         1.56106106]
 [0.         0.         3.12212212]
 [0.         0.         4.68318318]]",[-0.72063115 -0.72063117],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70488129 -0.70145853 -0.07431108  0.07467368]
 [ 0.70145853  0.70488129  0.07467368  0.07431108]
 [ 0.07467368 -0.07431108  0.70145853 -0.70488129]
 [-0.07431108 -0.07467368  0.70488129  0.70145853]]",-1.978140291182686,-1.9625426328991074
"[[0.         0.         0.        ]
 [0.         0.         1.56306306]
 [0.         0.         3.12612613]
 [0.         0.         4.68918919]]",[-0.72511764 -0.72511763],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70489874 -0.70149617 -0.07405257  0.07441176]
 [ 0.70149617  0.70489874  0.07441176  0.07405257]
 [ 0.07441176 -0.07405257  0.70149617 -0.70489874]
 [-0.07405257 -0.07441176  0.70489874  0.70149617]]",-1.9775792371233571,-1.9620095567000873
"[[0.         0.         0.        ]
 [0.         0.         1.56506507]
 [0.         0.         3.13013013]
 [0.         0.         4.6951952 ]]",[-0.72511764 -0.72511763],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70491604 -0.70153326 -0.07379643  0.07415227]
 [ 0.70153326  0.70491604  0.07415227  0.07379643]
 [ 0.07415227 -0.07379643  0.70153326 -0.70491604]
 [-0.07379643 -0.07415227  0.70491604  0.70153326]]",-1.9770179101019327,-1.9614710057661573
"[[0.         0.         0.        ]
 [0.         0.         1.56706707]
 [0.         0.         3.13413413]
 [0.         0.         4.7012012 ]]",[-0.72647974 -0.72647975],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70493335 -0.70157041 -0.07353899  0.0738915 ]
 [ 0.70157041  0.70493335  0.0738915   0.07353899]
 [ 0.0738915  -0.07353899  0.70157041 -0.70493335]
 [-0.07353899 -0.0738915   0.70493335  0.70157041]]",-1.9764608360016962,-1.9609384931890563
"[[0.         0.         0.        ]
 [0.         0.         1.56906907]
 [0.         0.         3.13813814]
 [0.         0.         4.70720721]]",[-0.73098035 -0.73098028],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7049507  -0.70160761 -0.07328025  0.07362942]
 [ 0.70160761  0.7049507   0.07362942  0.07328025]
 [ 0.07362942 -0.07328025  0.70160761 -0.7049507 ]
 [-0.07328025 -0.07362942  0.7049507   0.70160761]]",-1.975905430362175,-1.9604116779202032
"[[0.         0.         0.        ]
 [0.         0.         1.57107107]
 [0.         0.         3.14214214]
 [0.         0.         4.71321321]]",[-0.73098035 -0.73098028],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70496793 -0.70164447 -0.07302267  0.07336855]
 [ 0.70164447  0.70496793  0.07336855  0.07302267]
 [ 0.07336855 -0.07302267  0.70164447 -0.70496793]
 [-0.07302267 -0.07336855  0.70496793  0.70164447]]",-1.9753521222244574,-1.9598829287478043
"[[0.         0.         0.        ]
 [0.         0.         1.57307307]
 [0.         0.         3.14614615]
 [0.         0.         4.71921922]]",[-0.73233559 -0.73233556],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7049852  -0.70168137 -0.07276379  0.0731064 ]
 [ 0.70168137  0.7049852   0.0731064   0.07276379]
 [ 0.0731064  -0.07276379  0.70168137 -0.7049852 ]
 [-0.07276379 -0.0731064   0.7049852   0.70168137]]",-1.9748004865308588,-1.9593570845954553
"[[0.         0.         0.        ]
 [0.         0.         1.57507508]
 [0.         0.         3.15015015]
 [0.         0.         4.72522523]]",[-0.73684716 -0.73684714],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70500232 -0.70171775 -0.07250725  0.07284664]
 [ 0.70171775  0.70500232  0.07284664  0.07250725]
 [ 0.07284664 -0.07250725  0.70171775 -0.70500232]
 [-0.07250725 -0.07284664  0.70500232  0.70171775]]",-1.9742486369797572,-1.9588326159160365
"[[0.         0.         0.        ]
 [0.         0.         1.57707708]
 [0.         0.         3.15415415]
 [0.         0.         4.73123123]]",[-0.73684716 -0.73684714],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70501944 -0.70175418 -0.07224948  0.07258566]
 [ 0.70175418  0.70501944  0.07258566  0.07224948]
 [ 0.07258566 -0.07224948  0.70175418 -0.70501944]
 [-0.07224948 -0.07258566  0.70501944  0.70175418]]",-1.973701002322283,-1.9583101385228918
"[[0.         0.         0.        ]
 [0.         0.         1.57907908]
 [0.         0.         3.15815816]
 [0.         0.         4.73723724]]",[-0.73819738 -0.73819737],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70503659 -0.70179065 -0.07199044  0.07232341]
 [ 0.70179065  0.70503659  0.07232341  0.07199044]
 [ 0.07232341 -0.07199044  0.70179065 -0.70503659]
 [-0.07199044 -0.07232341  0.70503659  0.70179065]]",-1.973155045438189,-1.957790555446958
"[[0.         0.         0.        ]
 [0.         0.         1.58108108]
 [0.         0.         3.16216216]
 [0.         0.         4.74324324]]",[-0.74271207 -0.74271211],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70505363 -0.70182678 -0.07173257  0.07206238]
 [ 0.70182678  0.70505363  0.07206238  0.07173257]
 [ 0.07206238 -0.07173257  0.70182678 -0.70505363]
 [-0.07173257 -0.07206238  0.70505363  0.70182678]]",-1.9726111956073686,-1.9572758366500964
"[[0.         0.         0.        ]
 [0.         0.         1.58308308]
 [0.         0.         3.16616617]
 [0.         0.         4.74924925]]",[-0.74271207 -0.74271211],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70507069 -0.70186296 -0.07147345  0.0718001 ]
 [ 0.70186296  0.70507069  0.0718001   0.07147345]
 [ 0.0718001  -0.07147345  0.70186296 -0.70507069]
 [-0.07147345 -0.0718001   0.70507069  0.70186296]]",-1.9720690267626892,-1.9567600528760927
"[[0.         0.         0.        ]
 [0.         0.         1.58508509]
 [0.         0.         3.17017017]
 [0.         0.         4.75525526]]",[-0.74405923 -0.74405925],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7050876  -0.70189862 -0.07121663  0.07154019]
 [ 0.70189862  0.7050876   0.07154019  0.07121663]
 [ 0.07154019 -0.07121663  0.70189862 -0.7050876 ]
 [-0.07121663 -0.07154019  0.7050876   0.70189862]]",-1.9715267002959804,-1.9562428830248821
"[[0.         0.         0.        ]
 [0.         0.         1.58708709]
 [0.         0.         3.17417417]
 [0.         0.         4.76126126]]",[-0.74858675 -0.74858675],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70510453 -0.70193434 -0.07095846  0.07127893]
 [ 0.70193434  0.70510453  0.07127893  0.07095846]
 [ 0.07127893 -0.07095846  0.70193434 -0.70510453]
 [-0.07095846 -0.07127893  0.70510453  0.70193434]]",-1.9709885488365746,-1.9557344554363967
"[[0.         0.         0.        ]
 [0.         0.         1.58908909]
 [0.         0.         3.17817818]
 [0.         0.         4.76726727]]",[-0.74858675 -0.74858675],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7051215  -0.7019701  -0.07069888  0.07101627]
 [ 0.7019701   0.7051215   0.07101627  0.07069888]
 [ 0.07101627 -0.07069888  0.7019701  -0.7051215 ]
 [-0.07069888 -0.07101627  0.7051215   0.7019701 ]]",-1.9704520825542127,-1.9552249558019217
"[[0.         0.         0.        ]
 [0.         0.         1.59109109]
 [0.         0.         3.18218218]
 [0.         0.         4.77327327]]",[-0.74992652 -0.74992652],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70513836 -0.70200554 -0.07044048  0.07075483]
 [ 0.70200554  0.70513836  0.07075483  0.07044048]
 [ 0.07075483 -0.07044048  0.70200554 -0.70513836]
 [-0.07044048 -0.07075483  0.70513836  0.70200554]]",-1.9699177304143813,-1.954717480832242
"[[0.         0.         0.        ]
 [0.         0.         1.59309309]
 [0.         0.         3.18618619]
 [0.         0.         4.77927928]]",[-0.75445976 -0.7544598 ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70515524 -0.70204101 -0.07018087  0.07049219]
 [ 0.70204101  0.70515524  0.07049219  0.07018087]
 [ 0.07049219 -0.07018087  0.70204101 -0.70515524]
 [-0.07018087 -0.07049219  0.70515524  0.70204101]]",-1.9693850659178103,-1.9542157438944214
"[[0.         0.         0.        ]
 [0.         0.         1.5950951 ]
 [0.         0.         3.19019019]
 [0.         0.         4.78528529]]",[-0.75445976 -0.7544598 ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70517197 -0.70207598 -0.06992353  0.07023188]
 [ 0.70207598  0.70517197  0.07023188  0.06992353]
 [ 0.07023188 -0.06992353  0.70207598 -0.70517197]
 [-0.06992353 -0.07023188  0.70517197  0.70207598]]",-1.9688522972305154,-1.9537087391684258
"[[0.         0.         0.        ]
 [0.         0.         1.5970971 ]
 [0.         0.         3.19419419]
 [0.         0.         4.79129129]]",[-0.7557957  -0.75579575],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70518868 -0.70211098 -0.06966508  0.06997046]
 [ 0.70211098  0.70518868  0.06997046  0.06966508]
 [ 0.06997046 -0.06966508  0.70211098 -0.70518868]
 [-0.06966508 -0.06997046  0.70518868  0.70211098]]",-1.9683236619052709,-1.9532075433178853
"[[0.        0.        0.       ]
 [0.        0.        1.5990991]
 [0.        0.        3.1981982]
 [0.        0.        4.7972973]]",[-0.76033907 -0.76033908],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70520541 -0.70214601 -0.06940545  0.06970787]
 [ 0.70214601  0.70520541  0.06970787  0.06940545]
 [ 0.06970787 -0.06940545  0.70214601 -0.70520541]
 [-0.06940545 -0.06970787  0.70520541  0.70214601]]",-1.96779671731194,-1.9527120961166864
"[[0.        0.        0.       ]
 [0.        0.        1.6011011]
 [0.        0.        3.2022022]
 [0.        0.        4.8033033]]",[-0.76033907 -0.76033908],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70522203 -0.70218072 -0.06914701  0.0694465 ]
 [ 0.70218072  0.70522203  0.0694465   0.06914701]
 [ 0.0694465  -0.06914701  0.70218072 -0.70522203]
 [-0.06914701 -0.0694465   0.70522203  0.70218072]]",-1.9672718915774017,-1.9522147406123191
"[[0.         0.         0.        ]
 [0.         0.         1.6031031 ]
 [0.         0.         3.20620621]
 [0.         0.         4.80930931]]",[-0.76166789 -0.76166787],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70523865 -0.70221546 -0.06888739  0.06918396]
 [ 0.70221546  0.70523865  0.06918396  0.06888739]
 [ 0.06918396 -0.06888739  0.70221546 -0.70523865]
 [-0.06888739 -0.06918396  0.70523865  0.70221546]]",-1.9667487583183971,-1.951720226530489
"[[0.         0.         0.        ]
 [0.         0.         1.60510511]
 [0.         0.         3.21021021]
 [0.         0.         4.81531532]]",[-0.76621934 -0.76621935],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70525513 -0.70224971 -0.06863001  0.06892372]
 [ 0.70224971  0.70525513  0.06892372  0.06863001]
 [ 0.06892372 -0.06863001  0.70224971 -0.70525513]
 [-0.06863001 -0.06892372  0.70525513  0.70224971]]",-1.9662255715610246,-1.9512273340054183
"[[0.         0.         0.        ]
 [0.         0.         1.60710711]
 [0.         0.         3.21421421]
 [0.         0.         4.82132132]]",[-0.76621934 -0.76621935],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70527159 -0.70228398 -0.06837158  0.06866244]
 [ 0.70228398  0.70527159  0.06866244  0.06837158]
 [ 0.06866244 -0.06837158  0.70228398 -0.70527159]
 [-0.06837158 -0.06866244  0.70527159  0.70228398]]",-1.9657064748597317,-1.9507362659764251
"[[0.         0.         0.        ]
 [0.         0.         1.60910911]
 [0.         0.         3.21821822]
 [0.         0.         4.82732733]]",[-0.76754257 -0.76754256],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70528805 -0.70231827 -0.06811202  0.06840003]
 [ 0.70231827  0.70528805  0.06840003  0.06811202]
 [ 0.06840003 -0.06811202  0.70231827 -0.70528805]
 [-0.06811202 -0.06840003  0.70528805  0.70231827]]",-1.9651890726563963,-1.9502480243111082
"[[0.         0.         0.        ]
 [0.         0.         1.61111111]
 [0.         0.         3.22222222]
 [0.         0.         4.83333333]]",[-0.7720929  -0.77209291],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.7053044  -0.70235225 -0.06785364  0.06813884]
 [ 0.70235225  0.7053044   0.06813884  0.06785364]
 [ 0.06813884 -0.06785364  0.70235225 -0.7053044 ]
 [-0.06785364 -0.06813884  0.7053044   0.70235225]]",-1.9646737917435233,-1.9497647012352064
"[[0.         0.         0.        ]
 [0.         0.         1.61311311]
 [0.         0.         3.22622623]
 [0.         0.         4.83933934]]",[-0.7720929  -0.77209291],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70532075 -0.70238625 -0.06759414  0.06787654]
 [ 0.70238625  0.70532075  0.06787654  0.06759414]
 [ 0.06787654 -0.06759414  0.70238625 -0.70532075]
 [-0.06759414 -0.06787654  0.70532075  0.70238625]]",-1.9641602063735673,-1.949280316297637
"[[0.         0.         0.        ]
 [0.         0.         1.61511512]
 [0.         0.         3.23023023]
 [0.         0.         4.84534535]]",[-0.77341269 -0.7734127 ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70533696 -0.70241977 -0.06733683  0.06761649]
 [ 0.70241977  0.70533696  0.06761649  0.06733683]
 [ 0.06761649 -0.06733683  0.70241977 -0.70533696]
 [-0.06733683 -0.06761649  0.70533696  0.70241977]]",-1.9636466155241612,-1.9487946787130315
"[[0.         0.         0.        ]
 [0.         0.         1.61711712]
 [0.         0.         3.23423423]
 [0.         0.         4.85135135]]",[-0.77797241 -0.77797239],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70535314 -0.70245331 -0.06707855  0.06735546]
 [ 0.70245331  0.70535314  0.06735546  0.06707855]
 [ 0.06735546 -0.06707855  0.70245331 -0.70535314]
 [-0.06707855 -0.06735546  0.70535314  0.70245331]]",-1.9631370698607682,-1.9483176348579954
"[[0.         0.         0.        ]
 [0.         0.         1.61911912]
 [0.         0.         3.23823824]
 [0.         0.         4.85735736]]",[-0.77797241 -0.77797239],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70537124 -0.70248814 -0.06680237  0.06707653]
 [ 0.70248814  0.70537124  0.06707653  0.06680237]
 [ 0.06707653 -0.06680237  0.70248814 -0.70537124]
 [-0.06680237 -0.06707653  0.70537124  0.70248814]]",-1.9626292207324305,-1.9478395142565252
"[[0.         0.         0.        ]
 [0.         0.         1.62112112]
 [0.         0.         3.24224224]
 [0.         0.         4.86336336]]",[-0.77928755 -0.77928754],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70538725 -0.70252135 -0.06654462  0.06681608]
 [ 0.70252135  0.70538725  0.06681608  0.06654462]
 [ 0.06681608 -0.06654462  0.70252135 -0.70538725]
 [-0.06654462 -0.06681608  0.70538725  0.70252135]]",-1.962123493129208,-1.9473633766224765
