geometry,target,edges,coeff,fci,energy
"[[0.         0.         0.        ]
 [1.24508273 3.0304578  2.12502587]
 [4.00612832 5.40535462 2.35718096]
 [4.48716333 8.06035712 3.7884427 ]]",[-1.56077123 -1.50367774],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106802e-01 -7.07106759e-01 -3.05151959e-05  3.03594747e-05]
 [ 7.07106729e-01  7.07106773e-01  2.05182424e-04  2.10581705e-04]
 [ 3.31370106e-05 -2.77376598e-05  7.07106666e-01 -7.07106895e-01]
 [-2.07804192e-04 -2.07959936e-04  7.07106866e-01  7.07106635e-01]]",-1.866718261959678,-1.8667022167987986
"[[0.         0.         0.        ]
 [1.76252142 2.69187011 0.5276966 ]
 [2.90952485 4.28434189 1.44527218]
 [5.03579636 8.24919126 3.49317106]]",[-1.57114981 -1.23494993],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07102829e-01  2.18033284e-03  2.49033725e-03 -7.07102986e-01]
 [ 1.05888542e-04  7.07102852e-01 -7.07110673e-01 -2.04143371e-04]
 [-2.33244951e-03  7.07107347e-01  7.07098502e-01  2.33821876e-03]
 [ 7.07106878e-01  4.62427565e-05 -5.20119993e-05  7.07106680e-01]]",-1.875324264535496,-1.875254479886046
"[[0.         0.         0.        ]
 [1.20301826 2.65875725 2.47727016]
 [0.07691472 1.08385983 1.94935097]
 [2.42147883 2.09798815 5.191009  ]]",[-1.57485995 -1.12965623],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 0.70683712  0.01891268 -0.021223   -0.70680491]
 [-0.02013353  0.7070993  -0.70654453  0.0200013 ]
 [-0.0038872   0.7068428   0.7073327  -0.00621253]
 [ 0.70707908  0.0051138   0.00498603  0.70709842]]",-1.881692987948905,-1.8774868162603542
"[[0.         0.         0.        ]
 [0.94419488 1.42260121 3.68722694]
 [3.77463923 1.88559479 4.36831012]
 [2.45672289 2.39754952 1.86101339]]",[-1.57163004 -1.40272271],"[[(0, 2), (1, 3)], [(0, 1), (2, 3)], [(0, 3), (1, 2)]]","[[ 7.07103094e-01  5.44549240e-04 -7.07110252e-01 -9.52713418e-05]
 [-2.91047630e-03  7.07098916e-01 -2.27063570e-03 -7.07105011e-01]
 [ 7.07100091e-01  4.85665724e-03  7.07096718e-01 -3.24449739e-04]
 [-2.49074555e-03  7.07097758e-01 -2.04145182e-03  7.07108471e-01]]",-1.8684313859807458,-1.8678687327355465
"[[ 0.          0.          0.        ]
 [ 0.48569123  3.37095092  1.54535262]
 [ 3.36215757  6.83675395  4.37221209]
 [ 3.84072853 10.58576819  8.14517386]]",[-1.55540332 -1.57288254],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70710678 -0.70710678  0.          0.        ]
 [ 0.70710678  0.70710678  0.          0.        ]
 [ 0.          0.          0.70710678 -0.70710678]
 [ 0.          0.          0.70710678  0.70710678]]",-1.8663510915204018,-1.8663500715886563
"[[0.         0.         0.        ]
 [2.36118847 0.93557444 1.93514785]
 [3.53964199 4.38625702 2.99429639]
 [4.48687409 3.04262541 3.7491219 ]]",[-1.51972862 -0.9914574 ],"[[(0, 1), (2, 3)], [(0, 2), (1, 3)], [(0, 3), (1, 2)]]","[[ 7.07113051e-01 -7.07100453e-01 -2.79574315e-04 -7.18638150e-05]
 [ 7.07096287e-01  7.07107648e-01  3.45860328e-03 -1.28585451e-03]
 [-2.26835365e-03 -2.47610472e-03  7.07101722e-01 -7.07103866e-01]
 [-9.10642183e-04 -1.26209849e-03  7.07103327e-01  7.07108523e-01]]",-1.894439472654084,-1.8944154272541627
"[[0.         0.         0.        ]
 [1.27451239 1.48234895 1.97657564]
 [3.05692592 3.72032091 0.64366463]
 [6.49362443 7.66852261 2.20623114]]",[-1.45701978 -1.57095864],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07107854e-01 -7.07104335e-01 -9.85439148e-04  9.85549392e-04]
 [ 7.07105027e-01  7.07108536e-01  1.98276458e-06 -4.67282822e-06]
 [ 9.82168930e-04 -9.88819626e-04  7.07106113e-01 -7.07106076e-01]
 [ 1.28988075e-06  1.40018279e-06  7.07106763e-01  7.07106800e-01]]",-1.867382164307982,-1.867249823294197
"[[0.         0.         0.        ]
 [2.62791131 0.3474069  1.50718751]
 [4.7819518  3.65081701 4.64368765]
 [4.97982187 6.0989217  8.53229692]]",[-1.50325793 -1.57089856],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70710678 -0.70710678  0.          0.        ]
 [ 0.70710678  0.70710678  0.          0.        ]
 [ 0.          0.          0.70710678 -0.70710678]
 [ 0.          0.          0.70710678  0.70710678]]",-1.8667158231585317,-1.8667150238765529
"[[0.         0.         0.        ]
 [0.69844473 0.01684794 1.36207125]
 [3.79016232 3.14504402 4.48263393]
 [6.80318385 4.70028257 5.01088567]]",[-0.75300613 -1.53639095],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106630e-01 -7.07106931e-01 -2.99764833e-05  2.97744450e-05]
 [ 7.07106932e-01  7.07106631e-01  5.17324054e-06 -2.21483311e-06]
 [ 2.61814178e-05 -3.35695093e-05  7.07108015e-01 -7.07105546e-01]
 [-1.37823057e-06 -1.58016400e-06  7.07105547e-01  7.07108015e-01]]",-1.9265934262343096,-1.9265918003488085
"[[0.         0.         0.        ]
 [0.00841536 1.43330207 1.87695263]
 [3.01106437 1.26445673 1.0873928 ]
 [3.54581043 2.50893931 5.45962158]]",[-1.32643505 -1.57047915],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07102913e-01 -7.07102690e-01 -2.38961085e-03  2.35501278e-03]
 [ 7.07101835e-01  7.07109830e-01 -1.15519818e-03  1.16141404e-03]
 [ 3.53062145e-03 -1.21399545e-03  7.07101959e-01 -7.07101747e-01]
 [ 1.41905019e-05 -2.04066914e-05  7.07106622e-01  7.07106940e-01]]",-1.8709438278301866,-1.8707806976635848
"[[0.         0.         0.        ]
 [2.67435611 3.44642834 1.79236933]
 [1.44341473 0.87116995 3.37484545]
 [4.54486994 4.23365407 6.32741039]]",[-1.57124648 -1.52710706],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.07106778e-01  1.17139099e-04 -9.55794222e-05 -7.07106768e-01]
 [-1.08040513e-04  7.07106816e-01 -7.07106730e-01  1.04678010e-04]
 [-1.79963214e-05  7.07106737e-01  7.07106825e-01  3.56334249e-06]
 [ 7.07106776e-01  8.89774004e-06  5.53523890e-06  7.07106786e-01]]",-1.8664952204290928,-1.8664855290328555
"[[0.         0.         0.        ]
 [3.6339624  2.13059276 1.2403132 ]
 [3.0071606  0.61941668 0.18559096]
 [6.72460385 4.19934431 1.95488177]]",[-1.57103212 -1.0956424 ],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 0.70709012  0.00457294 -0.00493012 -0.70709147]
 [-0.00467254  0.70710317 -0.70707845  0.00483051]
 [-0.00090155  0.70709489  0.70711697 -0.00125887]
 [ 0.70710743  0.00100121  0.0011592   0.70710447]]",-1.8846175658885875,-1.8844812223263419
"[[0.         0.         0.        ]
 [3.47995773 3.59664077 2.76163419]
 [1.46492791 1.88804132 0.98831751]
 [6.45805057 6.19268962 6.28983014]]",[-1.40825285 -1.57326297],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07108236e-01 -1.32047919e-03 -7.07102858e-01  1.32228382e-03]
 [ 1.27409398e-03  7.07105577e-01 -1.36866937e-03 -7.07105513e-01]
 [ 7.07104179e-01  2.80499929e-05  7.07109380e-01 -6.65352843e-05]
 [ 1.83402006e-05  7.07106752e-01  2.01450881e-05  7.07106810e-01]]",-1.8684474317581565,-1.8683373784547803
"[[0.         0.         0.        ]
 [3.64395838 0.65308832 1.21559597]
 [3.46233388 1.84097986 1.70181777]
 [5.33696249 5.76585235 4.87784434]]",[-1.570164   -0.55541142],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07102870e-01  1.84659938e-03  1.09825899e-03 -7.07107428e-01]
 [-4.08263390e-04  7.07106456e-01 -7.07106907e-01  3.40077900e-04]
 [-1.46733728e-03  7.07104695e-01  7.07105801e-01  1.47752088e-03]
 [ 7.07109052e-01  2.90068989e-05 -3.91810014e-05  7.07104509e-01]]",-1.9691107734272144,-1.969109111865909
"[[0.         0.         0.        ]
 [2.40432666 2.22861134 3.3539134 ]
 [3.71708299 5.65135262 4.47699045]
 [3.72957741 0.16134504 0.459708  ]]",[-1.55431994 -1.55890909],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.07106772e-01 -3.50643276e-05  4.14977755e-05 -7.07106788e-01]
 [ 4.30641784e-05  7.07106767e-01 -7.07106793e-01 -3.34979250e-05]
 [-2.97444693e-05  7.07106794e-01  7.07106767e-01 -2.33110223e-05]
 [ 7.07106788e-01  2.17446193e-05  3.13108726e-05  7.07106773e-01]]",-1.8663668764410803,-1.8663554127056379
"[[0.         0.         0.        ]
 [0.79398965 1.93125647 2.84819689]
 [1.67618303 1.87173409 2.3483804 ]
 [1.16078983 2.58351212 1.45526271]]",[-1.52733475 -0.29818874],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.08115197e-01  7.22734643e-04 -2.82922489e-04 -7.06096498e-01]
 [-2.15763394e-01  6.73809670e-01 -6.73068000e-01 -2.15420877e-01]
 [-5.79103972e-02  6.85600633e-01  7.23376123e-01 -5.76640508e-02]
 [ 6.69824911e-01  2.75557215e-01 -1.53968738e-01  6.72083654e-01]]",-1.9855727530147091,-1.9717419348122565
"[[0.         0.         0.        ]
 [1.26602373 1.97758754 0.82551201]
 [4.46847181 3.67272559 4.31819648]
 [7.70401308 5.75797894 4.41557345]]",[-1.37771145 -1.55775958],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70710678 -0.70710678  0.          0.        ]
 [ 0.70710678  0.70710678  0.          0.        ]
 [ 0.          0.          0.70710678 -0.70710678]
 [ 0.          0.          0.70710678  0.70710678]]",-1.8693466475906313,-1.8693465308562698
"[[0.         0.         0.        ]
 [2.6319076  0.88383272 1.67629063]
 [1.78339235 3.51110126 1.6039677 ]
 [4.62565255 6.90727742 2.07478671]]",[-1.57137991 -1.45336267],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106312e-01  9.49833310e-04  7.89071172e-04 -7.07106173e-01]
 [-1.42662939e-04  7.07105866e-01 -7.07107681e-01  1.80970752e-05]
 [-8.68823369e-04  7.07107055e-01  7.07105438e-01  8.70081308e-04]
 [ 7.07106703e-01  6.16537884e-05 -6.29120574e-05  7.07106854e-01]]",-1.8674527255889535,-1.8673629020305615
"[[0.         0.         0.        ]
 [2.25934786 2.11918182 2.47092988]
 [3.88108963 4.32051582 4.47590745]
 [5.93778244 3.0058174  4.24529307]]",[-1.56052947 -1.36466041],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07108034e-01 -7.07105525e-01 -6.24755690e-05  4.31406379e-05]
 [ 7.07104629e-01  7.07107082e-01  1.29644292e-03  9.68133585e-04]
 [-1.11344967e-04 -2.16961729e-04  7.07105862e-01 -7.07107658e-01]
 [-1.12261890e-03 -1.14195792e-03  7.07106509e-01  7.07105240e-01]]",-1.8697469534889803,-1.869702214283584
"[[0.         0.         0.        ]
 [2.65878765 2.26722007 1.39905251]
 [3.81603467 4.39691809 3.58484287]
 [4.13775025 6.51148992 5.75592831]]",[-1.55640305 -1.50271073],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07107096e-01 -7.07106453e-01 -9.72943939e-05  9.70600749e-05]
 [ 7.07106304e-01  7.07106950e-01  4.59814126e-04  4.73419246e-04]
 [ 1.03980283e-04 -9.03741791e-05  7.07106099e-01 -7.07107450e-01]
 [-4.66499214e-04 -4.66734145e-04  7.07107308e-01  7.07105947e-01]]",-1.8667456566744338,-1.8666486656246648
"[[0.         0.         0.        ]
 [2.8044164  1.5578947  3.17826483]
 [3.61130954 0.34451881 1.18048566]
 [3.30506595 0.49420371 3.76751731]]",[-1.55629549 -0.5678428 ],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07125363e-01 -5.91879380e-05 -7.07088108e-01  3.54125097e-04]
 [-1.63230892e-02  7.06545959e-01 -1.67373135e-02 -7.07280868e-01]
 [ 7.06495899e-01  4.02761872e-02  7.06533363e-01  7.20974027e-03]
 [-2.38918827e-02  7.06520086e-01 -2.35982532e-02  7.06895797e-01]]",-1.9638988277989933,-1.963340150857753
"[[0.         0.         0.        ]
 [3.00767383 3.93031247 2.96074518]
 [4.23467426 6.37663845 4.74031766]
 [7.06991871 8.00605752 6.20477745]]",[-1.57131413 -1.52725702],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106775e-01  2.33352146e-06  2.38678812e-06 -7.07106788e-01]
 [-1.54248140e-04  7.07106871e-01 -7.07106658e-01 -1.54301403e-04]
 [-8.83509159e-07  7.07106675e-01  7.07106888e-01  3.83680040e-06]
 [ 7.07106771e-01  1.52798149e-04 -1.55751394e-04  7.07106758e-01]]",-1.866495718478181,-1.8664718993693676
"[[0.         0.         0.        ]
 [1.14770349 0.85061108 2.63192186]
 [1.45200353 0.87680895 3.91334118]
 [3.25970317 3.77839255 3.16053951]]",[-1.57069609 -0.57144109],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 0.70702388  0.00853073  0.01165777 -0.70704212]
 [-0.00170624  0.70706264 -0.70713234 -0.00483447]
 [-0.01216436  0.7070793   0.7069841   0.00802394]
 [ 0.70708299  0.00534047 -0.00120048  0.70710939]]",-1.9647321064600443,-1.9646505970577621
"[[0.         0.         0.        ]
 [2.24503073 2.39492328 1.50925853]
 [3.20453148 2.64335793 5.00641332]
 [6.92865122 2.9795397  6.88202192]]",[-1.54984119 -1.56563519],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106830e-01 -7.07106726e-01 -6.64360718e-05  6.64513673e-05]
 [ 7.07106729e-01  7.07106833e-01  1.65645394e-05  1.62571745e-05]
 [ 6.62900424e-05 -6.65973968e-05  7.07106764e-01 -7.07106792e-01]
 [-1.64185022e-05 -1.64032117e-05  7.07106795e-01  7.07106767e-01]]",-1.8663799167027464,-1.866352825352035
"[[0.         0.         0.        ]
 [1.77058208 2.82066617 3.81555935]
 [1.65634718 1.54827479 2.57192794]
 [2.26472679 0.14112027 3.71192137]]",[-1.57053234 -0.94919682],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 0.70697998  0.00264122 -0.00326346 -0.7072211 ]
 [-0.0513987   0.70608902 -0.70478858 -0.04549195]
 [-0.00627602  0.70597212  0.70817815 -0.00690519]
 [ 0.70533545  0.05508791 -0.04178647  0.70549353]]",-1.8967507095405929,-1.8857207702294192
"[[0.         0.         0.        ]
 [2.07758053 0.13974008 0.58918025]
 [0.39850039 1.05607713 1.84707935]
 [3.89776775 1.9205925  0.8801139 ]]",[-1.24231313 -1.394799  ],"[[(0, 2), (1, 3)], [(0, 1), (2, 3)], [(0, 3), (1, 2)]]","[[ 7.06698764e-01 -6.87688154e-03 -7.07136809e-01  2.20703252e-02]
 [ 3.19566137e-02  7.06515759e-01  3.00088630e-03 -7.06969060e-01]
 [ 7.06642761e-01 -1.05061337e-02  7.07070104e-01  2.44437822e-02]
 [-1.45478932e-02  7.07585905e-01  6.29610490e-04  7.06477282e-01]]",-1.8749434945109267,-1.8689057592879679
"[[0.         0.         0.        ]
 [3.32496939 0.90107849 0.97879948]
 [6.00722813 4.48818852 3.11794407]
 [3.80676785 1.33029399 2.7364075 ]]",[-1.57119562 -1.04112296],"[[(0, 2), (1, 3)], [(0, 1), (2, 3)], [(0, 3), (1, 2)]]","[[ 0.70710423  0.00178192 -0.70710432  0.00197579]
 [-0.0009109   0.70710506 -0.00110478 -0.70710705]
 [ 0.70710631  0.00098384  0.70710582 -0.00103184]
 [-0.00185485  0.70710557  0.00190285  0.707103  ]]",-1.8893765796714364,-1.889356618098778
"[[0.         0.         0.        ]
 [2.08601242 2.78341241 2.04092271]
 [4.07633511 3.41390337 6.00826773]
 [0.26996646 0.49134915 3.15359352]]",[-1.57122636 -1.51325155],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07106709e-01  5.41536908e-04 -7.07106541e-01 -3.86603629e-04]
 [-4.65745456e-04  7.07106704e-01  4.62395102e-04 -7.07106554e-01]
 [ 7.07106692e-01  3.16912744e-05  7.07106869e-01  2.83410426e-05]
 [-1.07482738e-04  7.07106651e-01  4.74504024e-05  7.07106902e-01]]",-1.8666463332231427,-1.8664927610141353
"[[0.         0.         0.        ]
 [0.09492288 3.17542631 2.73799789]
 [2.03581523 4.35116863 5.80333056]
 [3.81944763 6.56407031 9.4805472 ]]",[-1.57132292 -1.55778331],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 0.70710678  0.          0.         -0.70710678]
 [ 0.          0.70710678 -0.70710678  0.        ]
 [ 0.          0.70710678  0.70710678  0.        ]
 [ 0.70710678  0.          0.          0.70710678]]",-1.8663448151027775,-1.866343053870867
"[[0.         0.         0.        ]
 [2.17714123 0.36121409 3.78516446]
 [2.25904194 2.431913   3.64593003]
 [4.47385332 2.27208179 7.70221095]]",[-1.57079821 -1.18283556],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106733e-01  2.71867222e-04  1.83543795e-04 -7.07106753e-01]
 [-1.68284714e-04  7.07106534e-01 -7.07107004e-01 -7.99614318e-05]
 [-2.78874800e-04  7.07106954e-01  7.07106531e-01  1.76536244e-04]
 [ 7.07106754e-01  1.75292327e-04 -7.29538506e-05  7.07106783e-01]]",-1.8784104467139235,-1.8784097928961263
"[[0.         0.         0.        ]
 [0.7459022  0.14997102 3.76669265]
 [3.74921197 1.36714124 5.04109156]
 [4.79414869 2.98088481 8.26607658]]",[-1.57129216 -1.54333257],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106778e-01  5.65506848e-05  5.69527218e-05 -7.07106780e-01]
 [-6.82197899e-05  7.07106859e-01 -7.07106696e-01 -6.86218137e-05]
 [-5.64725471e-05  7.07106697e-01  7.07106860e-01  5.70308595e-05]
 [ 7.07106779e-01  6.81416536e-05 -6.86999501e-05  7.07106777e-01]]",-1.866401633578867,-1.86637905341376
"[[0.         0.         0.        ]
 [3.75245961 1.32595463 1.40547129]
 [2.94311279 3.41591746 1.14648868]
 [4.3385198  4.62259351 3.05178066]]",[-1.57134652 -1.28050263],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07105617e-01  3.44029409e-04  1.85439249e-04 -7.07107837e-01]
 [-6.62972130e-03  7.07105786e-01 -7.07047084e-01 -6.47109539e-03]
 [-6.76312462e-04  7.07073416e-01  7.07139806e-01 -1.46850043e-04]
 [ 7.07076542e-01  6.96226142e-03 -6.13851900e-03  7.07076099e-01]]",-1.872889965846963,-1.8720518742562204
"[[0.         0.         0.        ]
 [0.96403194 0.13614539 1.15016102]
 [4.03056408 1.76574445 4.06450332]
 [5.73939669 2.26546723 4.91506853]]",[-0.7325833  -1.11450808],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07078009e-01 -7.07135443e-01 -2.68617676e-04  2.89123494e-04]
 [ 7.07135499e-01  7.07078043e-01  1.43476338e-04  8.00694613e-05]
 [ 2.47147897e-04 -3.10589581e-04  7.07145165e-01 -7.07068284e-01]
 [-1.22043369e-04 -1.01498149e-04  7.07068330e-01  7.07145213e-01]]",-1.9470652512182705,-1.9470636444989227
"[[0.         0.         0.        ]
 [0.91818067 0.52033046 1.34299475]
 [1.67424828 2.627118   4.68164304]
 [5.05372837 4.00085408 7.80730369]]",[-0.90798243 -1.56966383],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106556e-01 -7.07105939e-01 -8.68637495e-04  8.68742090e-04]
 [ 7.07106578e-01  7.07106972e-01  9.21650028e-05 -8.97047813e-05]
 [ 7.77755242e-04 -9.59624408e-04  7.07107266e-01 -7.07105217e-01]
 [-1.28353471e-06 -1.17642347e-06  7.07105757e-01  7.07107806e-01]]",-1.9037307513319772,-1.9037288501363583
"[[0.         0.         0.        ]
 [2.76019492 0.82259669 3.5379692 ]
 [6.1882174  4.47211219 4.45097473]
 [3.57013569 4.05080027 6.27683602]]",[-1.57067228 -1.52290297],"[[(0, 1), (2, 3)], [(0, 2), (1, 3)], [(0, 3), (1, 2)]]","[[ 7.07106781e-01 -7.07106781e-01 -8.17750240e-08 -3.92400289e-08]
 [ 7.07106780e-01  7.07106781e-01  3.85678261e-05 -2.96497307e-05]
 [-3.40875110e-05 -3.41300460e-05  7.07106790e-01 -7.07106770e-01]
 [-4.39853966e-06 -4.51955472e-06  7.07106771e-01  7.07106791e-01]]",-1.8665282166864143,-1.8665266958245836
"[[0.         0.         0.        ]
 [2.08421546 0.48197529 2.58482162]
 [2.19657947 4.29933897 4.1452503 ]
 [3.75251024 3.54276603 2.32601208]]",[-1.53445924 -1.38524495],"[[(0, 1), (2, 3)], [(0, 2), (1, 3)], [(0, 3), (1, 2)]]","[[ 7.07109256e-01 -7.07104271e-01 -1.90175323e-04 -1.18150654e-04]
 [ 7.07103870e-01  7.07108691e-01  1.00520638e-03 -6.37147465e-04]
 [-7.85161596e-04 -8.57191726e-04  7.07105660e-01 -7.07106947e-01]
 [-2.98658902e-05 -3.38193197e-04  7.07107162e-01  7.07106319e-01]]",-1.8692245330162671,-1.86919473843135
"[[0.         0.         0.        ]
 [3.2225081  3.09236773 0.11235773]
 [1.38513766 3.21927716 0.45580324]
 [3.58950256 1.85231173 2.23355417]]",[-1.56980459 -1.0426691 ],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 0.70709795  0.00210081 -0.00198773 -0.7071097 ]
 [-0.00530252  0.70695886 -0.70723375 -0.00121399]
 [-0.01576334  0.70699719  0.70686744 -0.01564965]
 [ 0.70692     0.01896653  0.01244553  0.70692962]]",-1.8887817212223954,-1.8875808958910985
"[[0.         0.         0.        ]
 [3.85212071 2.26491686 1.62398786]
 [3.81425333 2.14016946 0.07128631]
 [3.90123538 3.76335878 0.85481672]]",[-1.57130354 -0.74054816],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.07070714e-01  6.02863138e-04 -3.24191396e-04 -7.07142515e-01]
 [-6.69803238e-02  6.98982135e-01 -7.08925006e-01 -6.60526081e-02]
 [-8.81431914e-02  6.98240551e-01  7.04961809e-01 -8.78621593e-02]
 [ 6.98423524e-01  1.54543668e-01  2.13091096e-02  6.98474593e-01]]",-1.903580418841531,-1.8894939566810938
"[[0.         0.         0.        ]
 [1.76057787 2.99746981 2.30598894]
 [5.01529226 5.99444789 2.70488174]
 [2.79774186 0.74234332 3.53204352]]",[-1.5713581  -1.45482292],"[[(0, 2), (1, 3)], [(0, 1), (2, 3)], [(0, 3), (1, 2)]]","[[ 7.07106792e-01  1.58545727e-04 -7.07106749e-01  7.16314245e-05]
 [-4.44128529e-05  7.07106769e-01  4.25014466e-05 -7.07106791e-01]
 [ 7.07106748e-01  6.06973804e-05  7.07106810e-01  5.87859760e-05]
 [-1.74830256e-04  7.07106773e-01  5.53468913e-05  7.07106765e-01]]",-1.8674353786902973,-1.8674332473141055
"[[0.         0.         0.        ]
 [3.08296816 0.19377945 3.17460459]
 [1.63948729 0.55892021 2.37575817]
 [5.35667101 3.23041782 5.18187117]]",[-1.57133054 -0.89217097],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.07053918e-01  7.60227492e-03 -9.34517326e-03 -7.07057020e-01]
 [-8.44843130e-03  7.07094715e-01 -7.07017295e-01  8.49893420e-03]
 [ 3.98692563e-04  7.07077838e-01  7.07134332e-01 -1.34500553e-03]
 [ 7.07109059e-01  4.47902868e-04  4.98402790e-04  7.07104186e-01]]",-1.9056601281379406,-1.9054879572785992
"[[0.         0.         0.        ]
 [1.94104589 1.12788153 2.15631201]
 [2.58381635 0.07365355 2.53144555]
 [5.39183011 4.93361392 2.81367848]]",[-1.57012459 -0.55050211],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07060708e-01  9.09341318e-03  6.50813453e-03 -7.07064430e-01]
 [-1.29583753e-03  7.07080579e-01 -7.07130620e-01  1.28904638e-03]
 [-7.86097683e-03  7.07074508e-01  7.07052987e-01  7.74063654e-03]
 [ 7.07107969e-01  6.35867811e-05  5.67870000e-05  7.07105588e-01]]",-1.9702861871233357,-1.9702455355144641
"[[0.         0.         0.        ]
 [0.45791807 0.69706946 0.98120334]
 [2.97101035 1.30290645 2.88308921]
 [2.88086965 2.75034814 0.60185721]]",[-0.54846599 -1.43930665],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07114558e-01 -7.06976900e-01 -1.31395702e-02 -1.27869254e-04]
 [ 7.07055750e-01  7.07154378e-01  2.10705862e-03 -6.42000138e-04]
 [ 5.13222120e-03 -7.88025287e-03  7.07073248e-01 -7.07077778e-01]
 [ 5.90159563e-03 -7.36543313e-03  7.07015088e-01  7.07135480e-01]]",-1.972265405654275,-1.9722117672621153
"[[0.         0.         0.        ]
 [1.88774468 2.76956881 0.52222916]
 [4.197614   6.65392353 2.4676379 ]
 [4.2289056  4.10350593 2.64342121]]",[-1.53497832 -1.40216612],"[[(0, 1), (2, 3)], [(0, 2), (1, 3)], [(0, 3), (1, 2)]]","[[ 7.07107861e-01 -7.07105659e-01 -1.77504548e-04 -1.67172746e-04]
 [ 7.07105182e-01  7.07107372e-01  8.42866220e-04 -8.45686783e-04]
 [-8.39109151e-04 -8.49443834e-04  7.07106810e-01 -7.07105744e-01]
 [ 1.73749826e-04 -1.70927456e-04  7.07106228e-01  7.07107292e-01]]",-1.8687912459717944,-1.8687512934068287
"[[0.         0.         0.        ]
 [0.53842781 2.67457319 2.71618202]
 [4.02795776 6.50603724 4.6219893 ]
 [0.54375801 1.8935204  0.31363461]]",[-1.12833014 -1.57161747],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.07095653e-01 -1.22313954e-02  1.22331222e-02 -7.06906274e-01]
 [ 1.19560497e-02  7.07002049e-01 -7.06999782e-01 -1.25085402e-02]
 [ 1.64926329e-05  7.07105669e-01  7.07107892e-01  1.82628202e-05]
 [ 7.07016824e-01  2.60464562e-04 -2.95219364e-04  7.07196617e-01]]",-1.8818169861587972,-1.880697565619212
