geometry,target,edges,coeff,fci,energy
"[[0.         0.         0.        ]
 [2.54784675 1.07914686 0.1638941 ]
 [3.25308096 3.65102231 2.4265431 ]
 [2.91798624 2.17449997 3.7402897 ]]",[-1.4554611  -1.13773392],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07116478e-01 -7.07096741e-01 -6.77175383e-04  1.63513806e-04]
 [ 7.07095132e-01  7.07112394e-01  2.79138509e-03  8.62459297e-04]
 [-5.44104648e-04 -1.38482053e-03  7.07106686e-01 -7.07105311e-01]
 [-1.57006260e-03 -2.08376958e-03  7.07101043e-01  7.07107706e-01]]",-1.8826642280163188,-1.8826343270781623
"[[0.         0.         0.        ]
 [3.31930916 3.65022355 0.05794676]
 [1.58448215 1.33983231 2.38837547]
 [3.35776691 7.49757969 3.99521538]]",[-1.51696737 -1.57089673],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07106812e-01 -1.48733244e-04 -7.07106719e-01  1.48627981e-04]
 [ 1.55480362e-04  7.07106766e-01 -1.41880863e-04 -7.07106765e-01]
 [ 7.07106734e-01 -7.09778802e-06  7.07106829e-01  6.50169117e-06]
 [ 3.50680004e-07  7.07106781e-01  2.45416844e-07  7.07106782e-01]]",-1.8665757866027235,-1.8665634887092302
"[[0.         0.         0.        ]
 [0.47095773 0.64688268 2.87221999]
 [2.77651959 3.12295234 4.02314081]
 [2.92102341 3.30611389 3.5179037 ]]",[-1.49268337 -0.16027093],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07111961e-01 -7.07101598e-01 -6.15638909e-05 -8.99333966e-06]
 [ 7.07098001e-01  7.07108081e-01  3.10969162e-03  9.53307694e-04]
 [-1.05190123e-03 -1.10448746e-03  7.07105304e-01 -7.07106613e-01]
 [-1.99620477e-03 -2.06679130e-03  7.07101418e-01  7.07106307e-01]]",-2.030047903024528,-2.0300472265760625
"[[0.         0.         0.        ]
 [1.37459824 1.10735358 1.42144047]
 [1.6381297  1.40107955 4.36000829]
 [3.02791492 1.82819676 6.18934707]]",[-1.28718232 -1.31670256],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70709515 -0.70710206 -0.00337969  0.00342226]
 [ 0.70710382  0.70709692  0.00302893  0.00299354]
 [ 0.00338328 -0.00341867  0.70709489 -0.70710231]
 [-0.00303252 -0.00298996  0.70710411  0.70709663]]",-1.877812376225744,-1.8775917297636617
"[[0.         0.         0.        ]
 [1.98734621 0.78639691 0.71308972]
 [3.45358802 3.79235247 3.30569641]
 [1.3421431  0.39341632 0.01725437]]",[-1.57082775 -0.30578068],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 6.85145047e-01  1.67167096e-01 -6.85069102e-01 -1.82515074e-01]
 [-1.74662417e-01  6.93630338e-01  1.74836048e-01 -6.76610930e-01]
 [ 7.07100796e-01  6.20167947e-04  7.07112019e-01  8.20122770e-04]
 [ 8.81865071e-03  7.00665206e-01 -1.02603961e-02  7.13361917e-01]]",-2.018869226809546,-2.0076018130622955
"[[0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [5.41055058e-01 2.89736679e+00 9.34073018e-01]
 [3.41290777e+00 5.68837488e+00 2.34797514e+00]
 [3.44182101e-03 1.25936039e+00 3.13011081e+00]]",[-1.57134383 -1.46007279],"[[(0, 2), (1, 3)], [(0, 1), (2, 3)], [(0, 3), (1, 2)]]","[[ 7.07107110e-01  1.76793411e-03 -7.07104072e-01  4.89976388e-04]
 [-6.44880760e-04  7.07106074e-01  6.33077231e-04 -7.07106911e-01]
 [ 7.07105102e-01  9.92127376e-05  7.07108448e-01  8.74121172e-05]
 [-1.22226993e-03  7.07105271e-01  1.03563998e-03  7.07106477e-01]]",-1.867307209784519,-1.867099974320966
"[[0.         0.         0.        ]
 [2.79789788 1.85750998 1.55286784]
 [1.59280787 1.95993827 3.04284512]
 [1.68049311 3.82728209 0.19927976]]",[-1.56630679 -1.07471865],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 0.70708951  0.00192161  0.00071938 -0.70712107]
 [-0.00220355  0.70702749 -0.70718192 -0.00100153]
 [-0.01258809  0.70706632  0.70696522 -0.00994684]
 [ 0.70700856  0.01287089  0.00966376  0.70702181]]",-1.8860219950091186,-1.8853289154791997
"[[0.         0.         0.        ]
 [0.93353438 1.71202369 2.73846859]
 [0.88397867 0.43717967 2.10894444]
 [3.30085981 4.67785958 3.49227712]]",[-1.57132185 -0.65325104],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.06386160e-01  3.03103083e-02 -3.38863142e-02 -7.06365058e-01]
 [-3.19164236e-02  7.06815327e-01 -7.05940192e-01  3.22781846e-02]
 [ 2.33406913e-04  7.06747087e-01  7.07458186e-01 -3.37863945e-03]
 [ 7.07106696e-01  1.39056157e-03  1.75448991e-03  7.07103322e-01]]",-1.9438114751959612,-1.942789263145848
"[[0.         0.         0.        ]
 [3.67406739 1.76128838 1.41876839]
 [1.05138271 1.28890042 3.5990391 ]
 [4.92320841 3.56683907 2.32258213]]",[-1.56119407 -1.33413882],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07107629e-01  1.07408246e-04 -7.07105893e-01  2.12861453e-04]
 [ 4.11545626e-05  7.07105708e-01 -6.42991614e-05 -7.07107850e-01]
 [ 7.07104708e-01  1.16731337e-03  7.07106965e-01  1.14416513e-03]
 [-1.31587263e-03  7.07106883e-01 -9.95606357e-04  7.07104755e-01]]",-1.8707995951595888,-1.870764252050739
"[[0.         0.         0.        ]
 [1.78108228 2.84963401 2.40301088]
 [2.49850791 0.39452502 1.8660122 ]
 [0.89872126 3.7514194  0.90823746]]",[-1.51531302 -1.10284148],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07101056e-01 -1.67431243e-04 -7.07112065e-01  7.72424662e-04]
 [ 6.29878528e-04  7.07031960e-01 -3.10043786e-04 -7.07181246e-01]
 [ 7.07022214e-01  1.08210520e-02  7.07020811e-01  1.11385311e-02]
 [-1.12822675e-02  7.07098779e-01 -1.06772787e-02  7.06944144e-01]]",-1.8841655090769296,-1.8833926272545591
"[[0.         0.         0.        ]
 [1.61368033 0.70232357 1.4259255 ]
 [3.54138208 3.30995816 3.47412982]
 [6.25576646 3.65381348 5.68158788]]",[-1.2878707 -1.5455582],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07105482e-01 -7.07107595e-01 -5.85184611e-04  5.86089826e-04]
 [ 7.07107860e-01  7.07105698e-01  7.94009669e-05  1.97402273e-05]
 [ 5.55805787e-04 -6.15468558e-04  7.07108400e-01 -7.07104676e-01]
 [-5.00247432e-05 -4.91162925e-05  7.07104916e-01  7.07108643e-01]]",-1.8728683809701698,-1.8728613276104147
"[[0.         0.         0.        ]
 [0.76049917 0.07064813 2.415293  ]
 [2.50708022 2.89573144 3.67861347]
 [1.63179216 3.51759876 2.58395279]]",[-1.39063453 -0.75494068],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07144927e-01 -7.07068244e-01 -7.12282708e-04 -2.08363050e-04]
 [ 7.07062048e-01  7.07133665e-01  5.02397779e-03  1.66978707e-05]
 [-2.25158125e-03 -2.75578384e-03  7.07113416e-01 -7.07091191e-01]
 [-2.05980881e-03 -2.98070770e-03  7.07081940e-01  7.07122340e-01]]",-1.92867775575416,-1.9286586110470167
"[[0.         0.         0.        ]
 [3.49070813 1.5878355  2.16515665]
 [2.53158821 1.09972588 3.34819039]
 [5.25770499 1.2482585  6.36155194]]",[-1.57080879 -0.81372603],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106220e-01  7.70704346e-04 -7.59508053e-05 -7.07106918e-01]
 [-1.28067322e-03  7.07106123e-01 -7.07106146e-01 -4.34017756e-04]
 [-5.07571391e-04  7.07106287e-01  7.07107068e-01  1.87181947e-04]
 [ 7.07106000e-01  1.01754046e-03 -6.97150501e-04  7.07106486e-01]]",-1.916730818862173,-1.9167289414692972
"[[0.         0.         0.        ]
 [3.96593618 2.75125587 3.93215611]
 [1.27885151 0.31132599 0.26970789]
 [3.45870545 4.00546979 2.63187063]]",[-0.59376615 -1.04473063],"[[(0, 2), (1, 3)], [(0, 1), (2, 3)], [(0, 3), (1, 2)]]","[[ 7.07128555e-01 -1.57207747e-04 -7.07084987e-01 -5.40192725e-05]
 [-9.79076874e-06  7.07110033e-01 -1.12983999e-04 -7.07103520e-01]
 [ 7.07085003e-01  9.96875028e-05  7.07128551e-01 -2.30900897e-05]
 [ 6.73192806e-05  7.07103505e-01 -1.43909622e-04  7.07110039e-01]]",-1.9822600284575007,-1.9822599648940533
"[[0.         0.         0.        ]
 [2.12952317 0.43654245 0.19721191]
 [0.57134469 2.22241638 3.87340475]
 [1.52302061 3.84730694 3.98249145]]",[-1.24378805 -1.0516931 ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07122819e-01 -7.07090646e-01 -3.49640347e-06  3.68843381e-04]
 [ 7.07090533e-01  7.07122905e-01  1.68581296e-04  3.83460252e-04]
 [ 2.93619611e-04 -7.87219957e-05  7.07093776e-01 -7.07119721e-01]
 [-4.58686727e-04 -9.33592020e-05  7.07119766e-01  7.07093641e-01]]",-1.896955795077179,-1.8969551249089376
"[[0.         0.         0.        ]
 [2.74070177 1.7444591  3.43777028]
 [2.76524817 4.40480188 5.05663768]
 [5.49367883 7.68499149 6.0209067 ]]",[-1.57130582 -1.51159259],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106782e-01  1.47659437e-05  1.50408518e-05 -7.07106780e-01]
 [-3.51981597e-05  7.07106825e-01 -7.07106735e-01 -3.54730660e-05]
 [-1.45666224e-05  7.07106736e-01  7.07106826e-01  1.52401731e-05]
 [ 7.07106779e-01  3.49988398e-05 -3.56723861e-05  7.07106781e-01]]",-1.8666295007876024,-1.8666287436933875
"[[0.         0.         0.        ]
 [0.75013805 1.44726807 3.99506788]
 [2.59043867 0.45364514 0.83882739]
 [1.06837893 4.45426279 4.65110228]]",[-1.45370797 -1.50686694],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07106571e-01 -2.35982804e-04 -7.07106880e-01  3.20460641e-04]
 [ 3.58336145e-04  7.07106070e-01 -1.98107410e-04 -7.07107374e-01]
 [ 7.07106875e-01  6.71830005e-05  7.07106647e-01  2.27411563e-04]
 [-1.89535881e-04  7.07107450e-01 -1.05058515e-04  7.07106079e-01]]",-1.8677940269120907,-1.8677845223995178
"[[0.         0.         0.        ]
 [3.18902954 3.25820251 1.75398046]
 [4.1853972  4.22798518 3.65350796]
 [2.10831838 0.02860748 2.40745094]]",[-1.52080637 -1.32641015],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.07110311e-01 -1.95492335e-04  2.57249310e-04 -7.07103178e-01]
 [ 2.39499827e-04  7.07106239e-01 -7.07107250e-01 -2.13241731e-04]
 [-1.15958556e-03  7.07106416e-01  7.07105343e-01 -1.09784039e-03]
 [ 7.07102260e-01  1.11558576e-03  1.14183989e-03  7.07109500e-01]]",-1.871328800896665,-1.871297620563032
"[[0.         0.         0.        ]
 [1.06488338 1.87713432 0.46886128]
 [2.09589755 5.17215624 2.31113801]
 [2.98128814 1.89141245 3.18574368]]",[-1.25944106 -1.54532123],"[[(0, 1), (2, 3)], [(0, 2), (1, 3)], [(0, 3), (1, 2)]]","[[ 7.07107099e-01 -7.07100824e-01 -2.45855301e-03 -1.38945149e-03]
 [ 7.07103997e-01  7.07109507e-01  2.72608925e-04 -9.33912228e-05]
 [ 3.51565252e-04 -7.17562077e-04  7.07110279e-01 -7.07102832e-01]
 [ 1.83439957e-03 -2.01359893e-03  7.07098956e-01  7.07109359e-01]]",-1.8742135592530549,-1.8741545098085248
"[[0.         0.         0.        ]
 [1.37265414 2.45295092 3.82794853]
 [1.84846896 0.9558786  3.18114725]
 [2.39698271 6.01226979 3.87443609]]",[-1.57133562 -0.90089147],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 0.70710613  0.00141709 -0.00145333 -0.70710451]
 [-0.00126732  0.70710504 -0.70710557  0.00160309]
 [-0.00175559  0.70710528  0.70710383 -0.00179184]
 [ 0.70710411  0.00160583  0.0019416   0.70710496]]",-1.904716490821761,-1.9047036877830974
"[[0.         0.         0.        ]
 [2.45741238 0.48238608 2.78109924]
 [2.87685475 1.15304066 3.03197141]
 [4.57950488 4.86403138 6.08633055]]",[-1.56918404 -0.2648969 ],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07102832e-01  1.92733284e-03  2.33620959e-03 -7.07104245e-01]
 [ 1.25764406e-04  7.07105970e-01 -7.07107525e-01 -2.83118725e-04]
 [-2.11501683e-03  7.07104963e-01  7.07102172e-01  2.14852493e-03]
 [ 7.07107556e-01  6.19249880e-05 -9.54288501e-05  7.07105997e-01]]",-2.064139046173222,-2.064137783166168
"[[0.         0.         0.        ]
 [1.35253105 3.23992453 2.39414611]
 [2.04839649 4.11850787 3.77493072]
 [3.48131373 8.0514283  5.52220968]]",[-1.57147511 -0.96662086],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106435e-01  4.23154374e-04  5.15696152e-04 -7.07106812e-01]
 [-1.88802142e-04  7.07106705e-01 -7.07106777e-01 -2.81343857e-04]
 [-4.47457115e-04  7.07106699e-01  7.07106551e-01  4.91393391e-04]
 [ 7.07106960e-01  2.13104964e-04 -2.57041006e-04  7.07106523e-01]]",-1.8968642811507301,-1.8968633121026075
"[[0.         0.         0.        ]
 [1.81898234 3.75433182 3.71655237]
 [2.77578592 6.53658825 7.64117855]
 [5.79435318 9.34784678 9.56882137]]",[-1.5708733  -1.56854897],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70710678 -0.70710678  0.          0.        ]
 [ 0.70710678  0.70710678  0.          0.        ]
 [ 0.          0.          0.70710678 -0.70710678]
 [ 0.          0.          0.70710678  0.70710678]]",-1.8663280065120889,-1.8663280355244227
"[[0.         0.         0.        ]
 [3.91662548 0.84162779 1.96361511]
 [2.6686303  0.37639473 0.7289067 ]
 [5.70734602 4.84023983 2.17087722]]",[-1.57238599 -0.99521988],"[[(0, 3), (1, 2)], [(0, 2), (1, 3)], [(0, 1), (2, 3)]]","[[ 7.07038588e-01  8.68276508e-03 -1.05722160e-02 -7.07042624e-01]
 [-9.60688733e-03  7.07098878e-01 -7.06983593e-01  9.64795672e-03]
 [ 6.00629163e-04  7.07061299e-01  7.07150828e-01 -1.29021376e-03]
 [ 7.07109455e-01  3.24260473e-04  3.65314769e-04  7.07103938e-01]]",-1.8935355869048338,-1.893186543751247
"[[0.         0.         0.        ]
 [0.25377496 1.9771089  1.04061502]
 [1.32101612 1.46633701 3.97351861]
 [3.37473856 5.10153202 3.2259011 ]]",[-1.27792269 -1.56598248],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106978e-01 -7.07097631e-01 -2.55568769e-03  2.47614473e-03]
 [ 7.07102083e-01  7.07111477e-01  3.35802802e-05  4.79695704e-05]
 [ 2.52312748e-03 -2.50870474e-03  7.07101280e-01 -7.07103330e-01]
 [-9.99502692e-07 -8.05498014e-05  7.07107663e-01  7.07105895e-01]]",-1.8731567353127863,-1.8730504335656313
"[[0.         0.         0.        ]
 [1.284175   0.35558752 1.2035561 ]
 [3.08158767 0.07996384 0.71223166]
 [6.18982479 0.69589427 3.73893676]]",[-0.95139887 -1.56725766],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.06562991e-01 -7.04175951e-01 -4.94870735e-02  4.95580374e-02]
 [ 7.06020486e-01  7.08187700e-01  1.81599916e-03 -1.39898370e-03]
 [ 4.79974316e-02 -5.10527338e-02  7.05368522e-01 -7.05368779e-01]
 [-2.43633355e-04 -1.73500876e-04  7.07108889e-01  7.07104610e-01]]",-1.8978233833973028,-1.8846808915882722
"[[0.         0.         0.        ]
 [2.33704521 1.17024577 3.50002414]
 [4.09720381 4.29946783 6.06084772]
 [4.22116488 8.10295821 9.49181822]]",[-1.56714786 -1.57042838],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70710678 -0.70710678  0.          0.        ]
 [ 0.70710678  0.70710678  0.          0.        ]
 [ 0.          0.          0.70710678 -0.70710678]
 [ 0.          0.          0.70710678  0.70710678]]",-1.8663291835413616,-1.8663285852285916
"[[0.         0.         0.        ]
 [0.71102327 0.28101201 1.68512807]
 [4.50174441 0.48567962 4.52675074]
 [5.92256445 2.22638787 4.56265467]]",[-1.02414195 -1.27677698],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07103977e-01 -7.07109567e-01 -1.18043329e-04  1.13686027e-04]
 [ 7.07109574e-01  7.07103982e-01  7.35732474e-05  6.00124720e-05]
 [ 1.09082791e-04 -1.22646581e-04  7.07117879e-01 -7.07095664e-01]
 [-6.46161950e-05 -6.89693285e-05  7.07095670e-01  7.07117886e-01]]",-1.8978443301918775,-1.8978440319921015
"[[0.         0.         0.        ]
 [0.25379616 1.35971659 1.80416482]
 [3.03258815 0.59618508 2.79450343]
 [3.20774892 1.44438692 6.14640766]]",[-1.29137044 -1.5423153 ],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106118e-01 -7.07094590e-01 -3.00180321e-03  3.02799255e-03]
 [ 7.07100428e-01  7.07112993e-01  1.73012054e-04  4.13655115e-04]
 [ 3.13524794e-03 -2.89454610e-03  7.07091457e-01 -7.07109230e-01]
 [-3.06386230e-04 -2.80278120e-04  7.07115712e-01  7.07097728e-01]]",-1.8726659234967509,-1.8724949819925698
"[[0.         0.         0.        ]
 [1.28213439 0.35606401 1.45770046]
 [3.68212591 4.11417789 3.43821631]
 [2.28569304 1.82100528 2.6801073 ]]",[-1.10427261 -1.4565472 ],"[[(0, 1), (2, 3)], [(0, 2), (1, 3)], [(0, 3), (1, 2)]]","[[ 0.70711539 -0.70630536 -0.02345051 -0.02388805]
 [ 0.70674208  0.70742962  0.00697496 -0.0032111 ]
 [-0.00530789 -0.00487863  0.70712848 -0.70704833]
 [ 0.02180121 -0.02553937  0.70666169  0.70675435]]",-1.8845250982446824,-1.879436110150591
"[[0.         0.         0.        ]
 [3.11963997 3.51563507 0.19352927]
 [5.15242419 4.27980247 3.23667248]
 [7.51497336 5.69368928 5.23262668]]",[-1.57152405 -1.53803729],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106780e-01 -7.07106782e-01  1.91718546e-06 -1.98964342e-06]
 [ 7.07106777e-01  7.07106775e-01  8.24518521e-05  8.31991449e-05]
 [-1.57976224e-06  2.32706664e-06  7.07106732e-01 -7.07106831e-01]
 [-8.27892698e-05 -8.28617272e-05  7.07106826e-01  7.07106727e-01]]",-1.8664251804046814,-1.8664123409451132
"[[0.         0.         0.        ]
 [0.37583334 1.6356853  0.99801985]
 [1.07637694 1.34532168 0.79305824]
 [1.69047386 0.3602115  0.57154221]]",[-1.18025147 -0.18844316],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 0.70184545  0.05258943  0.00414043 -0.71037326]
 [-0.23370948  0.68885625 -0.66112701 -0.18376075]
 [-0.00962544  0.69636729  0.71613125  0.04621666]
 [ 0.67282999  0.19438108 -0.22371849  0.67783909]]",-2.0394368725813337,-2.0296874593795233
"[[0.         0.         0.        ]
 [1.40905058 3.28871237 2.33904369]
 [4.78130252 7.00689676 5.95637353]
 [8.52750043 7.46070774 6.86268057]]",[-1.56622696 -1.55914791],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70710678 -0.70710678  0.          0.        ]
 [ 0.70710678  0.70710678  0.          0.        ]
 [ 0.          0.          0.70710678 -0.70710678]
 [ 0.          0.          0.70710678  0.70710678]]",-1.8663425328393468,-1.866342825167275
"[[0.         0.         0.        ]
 [2.70083564 2.57847221 1.02038364]
 [3.2102175  3.77382783 0.62261102]
 [5.72087162 6.6239738  3.60110165]]",[-1.57032916 -0.60606652],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106043e-01  1.40764441e-03  1.79164726e-03 -7.07103849e-01]
 [ 3.43869982e-05  7.07106299e-01 -7.07107177e-01 -3.49619300e-04]
 [-1.58861293e-03  7.07105848e-01  7.07104096e-01  1.61067841e-03]
 [ 7.07105734e-01  1.46581136e-04 -1.68651723e-04  7.07107793e-01]]",-1.9564721395261757,-1.956470065585533
"[[0.         0.         0.        ]
 [3.22640394 3.97033251 0.56400982]
 [2.28919552 2.61712088 0.11499438]
 [3.00604197 1.54711506 1.42370422]]",[-1.55453695 -0.87854019],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 0.70703183  0.00109951 -0.00394511 -0.70716987]
 [-0.06297939  0.70531367 -0.70371062 -0.05794466]
 [-0.00828413  0.705404    0.70866952 -0.01113923]
 [ 0.70432306  0.07026108 -0.05062909  0.70457726]]",-1.9036122308138612,-1.8906977086399945
"[[0.         0.         0.        ]
 [2.8065623  2.22359091 2.93473448]
 [3.47359268 2.82110219 5.87029071]
 [5.27181684 6.31369754 7.81947837]]",[-1.57131683 -1.50599172],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 7.07106779e-01  2.06348861e-05  2.11131440e-05 -7.07106783e-01]
 [-3.75368929e-05  7.07106839e-01 -7.07106721e-01 -3.80151472e-05]
 [-2.04508529e-05  7.07106722e-01  7.07106840e-01  2.12971772e-05]
 [ 7.07106783e-01  3.73528611e-05 -3.81991790e-05  7.07106778e-01]]",-1.8666869722040835,-1.8666861782769093
"[[0.         0.         0.        ]
 [3.38052341 0.31615101 1.15533765]
 [3.62317402 3.26950118 3.80338519]
 [0.12354267 2.34974031 3.22787874]]",[-1.54718445 -1.55295227],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 0.70710678 -0.70710678  0.          0.        ]
 [ 0.70710678  0.70710678  0.          0.        ]
 [ 0.          0.          0.70710678 -0.70710678]
 [ 0.          0.          0.70710678  0.70710678]]",-1.8664055201809417,-1.8663968548312002
"[[0.         0.         0.        ]
 [3.88602001 3.46046987 2.5272005 ]
 [1.32853592 1.48811538 3.00970349]
 [5.13818012 4.58262828 4.18485404]]",[-1.55005894 -1.33005323],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07107552e-01 -1.36898619e-04 -7.07105984e-01  1.36359861e-04]
 [ 1.95624016e-04  7.07104202e-01 -7.76343304e-05 -7.07109329e-01]
 [ 7.07104004e-01  1.61435995e-03  7.07105594e-01  1.73233686e-03]
 [-1.67307643e-03  7.07107504e-01 -1.67361994e-03  7.07102098e-01]]",-1.8710303956170493,-1.870957729491447
"[[0.         0.         0.        ]
 [2.86739286 2.5254592  1.96777371]
 [0.01046527 2.90680794 2.08298673]
 [2.53778101 3.37254196 1.53615141]]",[-1.54629382 -0.35528123],"[[(0, 2), (1, 3)], [(0, 1), (2, 3)], [(0, 3), (1, 2)]]","[[ 7.07114247e-01  4.63447617e-04 -7.07099110e-01  2.75000163e-04]
 [-1.83607703e-02  7.06866987e-01 -1.81727807e-02 -7.06874596e-01]
 [ 7.06818003e-01  2.56858540e-02  7.06845751e-01 -1.08457620e-02]
 [-7.78677203e-03  7.06879824e-01 -7.04857378e-03  7.07255681e-01]]",-2.0324611828071113,-2.0323466212267194
"[[0.         0.         0.        ]
 [2.71135523 3.84656441 3.67650179]
 [2.87280781 0.08157088 2.19944627]
 [6.49576821 2.39593603 3.7350146 ]]",[-1.55003157 -1.56327159],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07106932e-01 -3.45252114e-05 -7.07106629e-01  1.91000389e-05]
 [ 2.39591424e-05  7.07106793e-01 -2.96661094e-05 -7.07106768e-01]
 [ 7.07106630e-01  1.27229925e-05  7.07106932e-01  7.01601446e-06]
 [-2.15691392e-06  7.07106768e-01 -1.75820897e-05  7.07106794e-01]]",-1.8663729442608545,-1.8663699388361643
"[[0.         0.         0.        ]
 [1.55015161 1.33372123 0.45354118]
 [4.85171949 4.5393269  3.88156423]
 [3.48019381 2.30253424 3.7225025 ]]",[-1.19637382 -1.42022271],"[[(0, 1), (2, 3)], [(0, 2), (1, 3)], [(0, 3), (1, 2)]]","[[ 7.07105212e-01 -7.07107777e-01 -6.36325789e-04 -6.36762196e-04]
 [ 7.07108051e-01  7.07105429e-01  2.72350578e-04 -2.08308304e-04]
 [-2.40549935e-04 -2.40108750e-04  7.07104571e-01 -7.07108909e-01]
 [ 6.04520893e-04 -6.68566973e-04  7.07108652e-01  7.07104336e-01]]",-1.8795717585250569,-1.8795665784436724
"[[0.         0.         0.        ]
 [2.86845226 0.431003   0.37555871]
 [3.65321602 1.54740336 3.87118402]
 [5.79984085 3.98631932 3.72623011]]",[-1.48149212 -1.52529074],"[[(0, 1), (2, 3)], [(0, 3), (1, 2)], [(0, 2), (1, 3)]]","[[ 7.07106817e-01 -7.07106675e-01 -2.23857987e-04  2.23496966e-04]
 [ 7.07106702e-01  7.07106843e-01  1.14278072e-04  1.11954884e-04]
 [ 2.22515929e-04 -2.24839023e-04  7.07106592e-01 -7.07106899e-01]
 [-1.12935908e-04 -1.13297048e-04  7.07106925e-01  7.07106619e-01]]",-1.8671238867515334,-1.8671131431862933
"[[0.         0.         0.        ]
 [0.131091   3.44923041 3.12747977]
 [1.74484657 0.36946987 1.72907609]
 [4.8072624  3.57455198 3.82388595]]",[-1.37560972 -1.57004059],"[[(0, 2), (1, 3)], [(0, 3), (1, 2)], [(0, 1), (2, 3)]]","[[ 7.07106768e-01 -5.31380072e-04 -7.07106438e-01  4.70725599e-04]
 [ 5.44100882e-04  7.07106563e-01 -4.58004764e-04 -7.07106641e-01]
 [ 7.07106584e-01 -4.02041730e-05  7.07106976e-01  4.58916883e-05]
 [ 2.74835092e-05  7.07106798e-01 -3.31710055e-05  7.07106763e-01]]",-1.8693827875207032,-1.8693730526576653
"[[0.         0.         0.        ]
 [0.8861985  1.86329548 0.77200432]
 [1.10675234 2.51129219 1.99766642]
 [0.76335931 3.88054237 3.22679643]]",[-1.61982603 -0.60197607],"[[(0, 3), (1, 2)], [(0, 1), (2, 3)], [(0, 2), (1, 3)]]","[[ 0.70612077  0.03987226  0.04800449 -0.70533625]
 [-0.06969711  0.7051012  -0.70138781 -0.07765142]
 [-0.03504311  0.70500141  0.70636556  0.05284579]
 [ 0.70378104  0.0649269  -0.08245239  0.70262248]]",-1.9469499294737491,-1.938847051674981
